,OBJECTID,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK
437,27896,2060171300,2060054900,2060054100,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
438,27897,2060168800,2060053300,2060054800,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,
439,27898,2060168900,2060054800,2060053300,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,
440,27899,2060146300,2060047000,2060046200,0,0,107,003,-,¼Û¸²·Î,0,000,0,0,0,0,
441,27900,2060171800,2060054400,2060055000,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
442,27901,2060171900,2060055000,2060054400,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
443,27902,2060173200,2050003400,2060055000,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
444,27903,2060173300,2060055000,2050003400,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
445,27905,2060085700,2060026800,2060027900,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
446,27906,2060089500,2060029800,2060028200,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
447,27907,2060074500,2060024700,2060023300,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
448,27908,2060070400,2060022100,2060023900,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
449,27909,2060079200,2060026800,2060024700,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
450,27910,2060076300,2060023900,2060026300,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
451,28388,2060009400,2060004600,2060004100,0,0,101,000,1,°æºÎ°í¼Óµµ·Î,0,101,0,0,0,0,
452,28389,2060009700,2060004900,2060002900,0,0,101,000,100,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,101,0,5,0,0,
453,28390,2060009800,2060004800,2060004600,0,0,101,000,1,°æºÎ°í¼Óµµ·Î,0,101,0,0,0,0,
454,28391,2060011300,2040000100,2060004900,0,0,101,000,100,¼­¿ï¿Ü°û¼øÈ¯°í¼Óµµ·Î,0,101,0,0,0,0,
455,28393,2060010600,2060004900,2040000200,0,0,101,000,1,°æºÎ°í¼Óµµ·Î,0,101,0,0,0,0,
456,72732,2060002200,2060000900,2060001000,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
457,72733,2060002100,2060001000,2060000900,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
458,72734,2060002900,2060001400,2060001300,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
459,72735,2060003100,2060001500,2060001400,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
460,72737,2060174800,2050003600,2050003500,0,0,107,000,-,-,0,000,0,0,0,0,
461,72739,2060137200,2060044700,2060043600,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
462,72740,2060145000,2060047100,2060045900,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
463,72744,2060021400,2060008400,2060007500,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
464,72745,2060019400,2060007500,2060006900,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
465,72746,2060014600,2060006500,2060005500,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
466,72747,2060014800,2060005700,2060005600,0,0,107,003,-,±¸¹Ì·Î,0,000,0,0,0,0,
467,72748,2060014200,2060005600,2060005400,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,
468,72749,2060048400,2060019600,2060015700,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
469,72750,2060046600,2060015200,2060015400,0,0,107,000,-,Á¤ÀÚ·Î,0,000,0,0,0,0,
470,72751,2060013600,2060005600,2060005300,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,
471,72752,2060028200,2060010000,2060009800,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
472,72753,2060035000,2060011900,2060011800,0,0,107,000,-,±Ý°î¿­¸°±æ,0,000,0,0,0,0,
473,72754,2060028400,2060010000,2060009900,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
474,72755,2060022400,2060008100,2060007800,0,0,107,003,-,-,0,000,0,0,0,0,
475,72756,2060022200,2060007700,2060007800,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,
476,72757,2060087000,2060028100,2060027400,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
477,72758,2060060400,2060021400,2060019500,0,0,107,000,-,ºÐ´çÀåÅÍ±æ,0,000,0,0,0,0,
478,72759,2060078800,2060026500,2060001000,0,0,107,000,-,¹®Á¤±æ,0,000,0,0,0,0,
479,72760,2060090400,2060028800,2060028500,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
480,72761,2060086400,2060027100,2060027300,0,0,107,000,-,º¸¸®ÅÍ1±æ,0,000,0,0,0,0,
481,72762,2060087200,2060028400,2060027400,0,0,107,000,-,È¿Çà2±æ,0,000,0,0,0,0,
482,72763,2060084600,2060026900,2060026600,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
483,72764,2060064200,2060021100,2060020500,0,0,107,000,-,Àå¾È±æ,0,000,0,0,0,0,
484,72765,2060064400,2060020600,2060020700,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
485,72766,2060067500,2060022600,2060021400,0,0,107,000,-,ºÐ´çÀåÅÍ±æ,0,000,0,0,0,0,
486,72767,2060060200,2060019500,2060020600,0,0,107,000,-,ÅÂÇö±æ,0,000,0,0,0,0,
487,72768,2060060000,2060020700,2060019400,0,0,107,000,-,ºÒ°î»ê±æ,0,000,0,0,0,0,
488,72769,2060059800,2060019400,2060020500,0,0,107,000,-,ºÐ´çÀåÅÍ±æ,0,000,0,0,0,0,
489,72770,2060054000,2060017700,2060018000,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,
490,72771,2060054200,2060017700,2060018000,0,0,107,000,-,¼±ÁöºÀ3±æ,0,000,0,0,0,0,
491,72772,2060052200,2060017000,2060017300,0,0,107,000,-,¼±ÁöºÀ5±æ,0,000,0,0,0,0,
492,72773,2060051400,2060017000,2060016600,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,
493,72774,2060052400,2060017700,2060017000,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,
494,72775,2060054500,2060018000,2060017700,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,
495,72777,2060163700,2060051800,2060053000,0,0,107,000,-,¼Ò´ã±æ,0,000,0,0,0,0,
496,72778,2060167900,2060053000,2060053900,0,0,107,000,-,¼Ò´ã±æ,0,000,0,0,0,0,
497,72780,2060137100,2060043500,2060045400,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
498,72782,2060162500,2060051400,2060053100,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
499,72783,2060018300,2060006500,2060006900,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
500,72784,2060014100,2060005500,2060005400,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,
501,72785,2060039700,2060013100,2060014000,0,0,107,000,-,ºÒ°î±æ,0,000,0,0,0,0,
502,72786,2060061700,2060019800,2060021000,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
503,72787,2060061500,2060019800,2060019900,0,0,107,000,-,±Ã³»´Ù¸®±æ,0,000,0,0,0,0,
504,72788,2060080300,2060025000,2060025800,0,0,107,000,-,ÀåÀÚ°ñ±æ,0,000,0,0,0,0,
505,72789,2060076700,2060024000,2060024900,0,0,107,000,-,½¡³»3±æ,0,000,0,0,0,0,
506,72790,2060028500,2060009900,2060010000,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
507,72791,2060022500,2060007800,2060008100,0,0,107,003,-,-,0,000,0,0,0,0,
508,72792,2060022300,2060007800,2060007700,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,
509,72793,2060021300,2060007700,2060007500,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,
510,72794,2060020100,2060007500,2060007200,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,
511,72795,2060017700,2060006300,2060007800,0,0,107,000,-,¿À¸®µé1±æ,0,000,0,0,0,0,
512,72796,2060017100,2060006200,2060006300,0,0,107,000,-,³ó¼ö»ê±æ,0,000,0,0,0,0,
513,72797,2060086500,2060027300,2060027100,0,0,107,000,-,º¸¸®ÅÍ1±æ,0,000,0,0,0,0,
514,72798,2060087300,2060027400,2060028400,0,0,107,000,-,È¿Çà2±æ,0,000,0,0,0,0,
515,72799,2060084700,2060026600,2060026900,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
516,72800,2060085900,2060026900,2060027100,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
517,72801,2060090100,2060028600,2060028400,0,0,107,000,-,È¿Çà1±æ,0,000,0,0,0,0,
518,72802,2060079000,2060024700,2060025600,0,0,107,000,-,´ëÁø±æ,0,000,0,0,0,0,
519,72803,2060076100,2060023900,2060024700,0,0,107,000,-,´ëÁø±æ,0,000,0,0,0,0,
520,72804,2060086700,2060027100,2060027400,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
521,72805,2060086100,2060027300,2060026900,0,0,107,000,-,º¸¸®ÅÍ±æ,0,000,0,0,0,0,
522,72806,2060084900,2060026600,2060027300,0,0,107,000,-,º¸¸®ÅÍ±æ,0,000,0,0,0,0,
523,72807,2060089100,2060028400,2060028100,0,0,107,000,-,È¿Çà1±æ,0,000,0,0,0,0,
524,72808,2060070200,2060022100,2060023300,0,0,107,000,-,ºÐ´çÁÖ¸·±æ,0,000,0,0,0,0,
525,72809,2060057900,2060018800,2060019400,0,0,107,000,-,ºÒ°î»ê±æ,0,000,0,0,0,0,
526,72810,2060056500,2060018400,2060019300,0,0,107,000,-,¸Í»ê±æ,0,000,0,0,0,0,
527,72811,2060102900,2060032200,2060037000,0,0,107,000,-,µ¹¿î¸®±æ,0,000,0,0,0,0,
528,72812,2060023800,2060008400,2060010100,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
529,72813,2060023900,2060010100,2060008400,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
530,72814,2060030800,2060010400,2060011000,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
531,72815,2060029400,2060010100,2060010400,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
532,72816,2060030900,2060011000,2060010400,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
533,72817,2060029500,2060010400,2060010100,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
534,72818,2060092600,2060029700,2060029000,0,0,107,000,-,ÃÊ¸²±æ,0,000,0,0,0,0,
535,72819,2060092700,2060029000,2060029700,0,0,107,000,-,ÃÊ¸²±æ,0,000,0,0,0,0,
536,72820,2060031800,2060011400,2060010800,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
537,72821,2060031900,2060010800,2060011400,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
538,72822,2060029200,2060010600,2060010000,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
539,72823,2060029300,2060010000,2060010600,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
540,72824,2060066200,2060022100,2060021100,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
541,72825,2060070300,2060023900,2060022100,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
542,72826,2060079100,2060024700,2060026800,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
543,72827,2060076200,2060026300,2060023900,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
544,72828,2060074400,2060023300,2060024700,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
545,72829,2060127800,2060003100,2060041500,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
546,72830,2060124800,2060003100,2060039500,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
547,72831,2060124900,2060039500,2060003100,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
548,72836,2060038000,2060012700,2060013200,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
549,72837,2060037000,2060012300,2060012700,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
550,72838,2060038200,2060018100,2060012700,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
551,72839,2060038300,2060012700,2060018100,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
552,72840,2060029600,2060010100,2060010700,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
553,72841,2060029700,2060010700,2060010100,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
554,72844,2060082300,2060025900,2060026700,0,0,107,000,-,¹éÇö·Î,0,000,0,0,0,0,
555,72845,2060016900,2060006100,2060007300,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,
556,72846,2060047900,2060015700,2060015500,0,0,107,000,-,Á¤ÀÚ·Î,0,000,0,0,0,0,
557,72847,2060058200,2060022900,2060018900,0,0,107,000,-,¼ö³»1±æ,0,000,0,0,0,0,
558,72848,2060058300,2060018900,2060022900,0,0,107,000,-,¼ö³»1±æ,0,000,0,0,0,0,
559,72851,2060065800,2060023700,2060021000,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
560,72852,2060062000,2060023700,2060019900,0,0,107,000,-,±Ã¾È¹ú±æ,0,000,0,0,0,0,
561,72853,2060066100,2060021000,2060023700,0,0,107,000,-,¾ÈÁ¤±æ,0,000,0,0,0,0,
562,72854,2060078200,2060026200,2060024500,0,0,107,000,-,Á¤ÀÚºô¶ó±æ,0,000,0,0,0,0,
563,72855,2060069500,2060022000,2060021900,0,0,107,000,-,Á¤ÀÚ´É°ñ±æ,0,000,0,0,0,0,
564,72856,2060073400,2060023100,2060023000,0,0,107,000,-,¹éÇöÁßÇÐ±æ,0,000,0,0,0,0,
565,72857,2060077800,2060025500,2060024400,0,0,107,000,-,½¡³»±æ,0,000,0,0,0,0,
566,72858,2060053200,2060017500,2060017400,0,0,107,000,-,¿ª³²±æ,0,000,0,0,0,0,
567,72859,2060057000,2060018600,2060018700,0,0,107,000,-,¿ªºÏ±æ,0,000,0,0,0,0,
568,72860,2060045000,2060014800,2060014700,0,0,107,000,-,ºÀ¿ìÀç±æ,0,000,0,0,0,0,
569,72861,2060043400,2060014600,2060014100,0,0,107,000,-,½Å±â±æ,0,000,0,0,0,0,
570,72862,2060043600,2060014300,2060014200,0,0,107,000,-,½Å±â2±æ,0,000,0,0,0,0,
571,72863,2060045200,2060015400,2060014700,0,0,107,000,-,»ó·Ï¸¶À»±æ,0,000,0,0,0,0,
572,72864,2060050000,2060017500,2060016200,0,0,107,000,-,¿ª³²2±æ,0,000,0,0,0,0,
573,72865,2060022800,2060008700,2060008000,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
574,72866,2060029800,2060010200,2060010300,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
575,72867,2060020800,2060010200,2060007400,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,
576,72868,2060013000,2060005300,2060005200,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,
577,72869,2060012600,2060005900,2060005100,0,0,107,000,-,¼®ÃÌ°ø¿ø±æ,0,000,0,0,0,0,
578,72870,2060015600,2060005900,2060005800,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,
579,72871,2060034700,2060011700,2060012000,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
580,72872,2060038900,2060012900,2060013500,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
581,72873,2060036500,2060012300,2060012200,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,
582,72874,2060032500,2060011100,2060011000,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
583,72875,2060033900,2060011400,2060011700,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
584,72876,2060056900,2060018500,2060020000,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
585,72877,2060076900,2060024100,2060024400,0,0,107,000,-,Á¤ÀÚ»ó°¡±æ,0,000,0,0,0,0,
586,72878,2060077700,2060024400,2060025000,0,0,107,000,-,Á¤ÀÚ»ó°¡±æ,0,000,0,0,0,0,
587,72879,2060075700,2060023800,2060024400,0,0,107,000,-,½¡³»±æ,0,000,0,0,0,0,
588,72880,2060076500,2060024000,2060024100,0,0,107,000,-,Á¤ÀÚ»ó°¡±æ,0,000,0,0,0,0,
589,72881,2060069800,2060021900,2060023500,0,0,107,000,-,Á¤ÀÚ½ÃÀå±æ,0,000,0,0,0,0,
590,72882,2060074700,2060023500,2060023800,0,0,107,000,-,Á¤ÀÚ½ÃÀå±æ,0,000,0,0,0,0,
591,72883,2060045300,2060014700,2060015400,0,0,107,000,-,»ó·Ï¸¶À»±æ,0,000,0,0,0,0,
592,72884,2060050100,2060016200,2060017500,0,0,107,000,-,¿ª³²2±æ,0,000,0,0,0,0,
593,72885,2060047700,2060015600,2060015400,0,0,107,000,-,Á¤ÀÚ·Î,0,000,0,0,0,0,
594,72886,2060042300,2060013700,2060014500,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
595,72887,2060044900,2060014600,2060014700,0,0,107,000,-,ºÀ¿ìÀç±æ,0,000,0,0,0,0,
596,72888,2060043900,2060014200,2060014700,0,0,107,000,-,»ó·Ï¸¶À»±æ,0,000,0,0,0,0,
597,72889,2060043300,2060014100,2060014200,0,0,107,000,-,½Å±â2±æ,0,000,0,0,0,0,
598,72890,2060025900,2060009300,2060008900,0,0,107,000,-,ÇÏ¾á¸¶À»1±æ,0,000,0,0,0,0,
599,72891,2060024800,2060008700,2060009800,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
600,72892,2060024900,2060009800,2060008700,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
601,72897,2060031700,2060011100,2060010700,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
602,72904,2060053800,2060018500,2060017600,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
603,72905,2060042400,2060013800,2060013900,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
604,72906,2060082000,2060025900,2060025800,0,0,107,000,-,Á¤ÀÚÁß¾Ó±æ,0,000,0,0,0,0,
605,72907,2060080000,2060025400,2060025000,0,0,107,000,-,Á¤ÀÚ»ó°¡±æ,0,000,0,0,0,0,
606,72908,2060056600,2060018500,2060018600,0,0,107,000,-,¿ªºÏ±æ,0,000,0,0,0,0,
607,72909,2060053600,2060017600,2060017500,0,0,107,000,-,¿ª³²±æ,0,000,0,0,0,0,
608,72910,2060042800,2060014100,2060013900,0,0,107,000,-,½Å±â±æ,0,000,0,0,0,0,
609,72911,2060027000,2060009300,2060009600,0,0,107,000,-,ÇÏ¾á¸¶À»1±æ,0,000,0,0,0,0,
610,72912,2060034400,2060012000,2060011500,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,
611,72913,2060077400,2060026000,2060024300,0,0,107,000,-,³»Á¤·Î,0,000,0,0,0,0,
612,72914,2060046800,2060015700,2060015200,0,0,107,000,-,Á¤ÀÚ·Î,0,000,0,0,0,0,
613,72915,2060019800,2060007200,2060007100,0,0,107,000,-,ÁÖ°ø±æ,0,000,0,0,0,0,
614,72916,2060117200,2060039300,2060037000,0,0,107,000,-,¼ÛÀ¯°ü±æ,0,000,0,0,0,0,
615,72917,2060034100,2060011400,2060011900,0,0,107,000,-,È­ÇÕ±æ,0,000,0,0,0,0,
616,72918,2060014500,2060005400,2060006600,0,0,107,000,-,ÁÖ°ø1±æ,0,000,0,0,0,0,
617,72919,2060018500,2060007000,2060006600,0,0,107,000,-,ÁÖ°ø1±æ,0,000,0,0,0,0,
618,72920,2060013300,2060005300,2060005400,0,0,107,000,-,-,0,000,0,0,0,0,
619,72921,2060027100,2060009600,2060009300,0,0,107,000,-,ÇÏ¾á¸¶À»1±æ,0,000,0,0,0,0,
620,72922,2060034500,2060011500,2060012000,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,
621,72923,2060077500,2060024300,2060026000,0,0,107,000,-,³»Á¤·Î,0,000,0,0,0,0,
622,72924,2060046900,2060015200,2060015700,0,0,107,000,-,Á¤ÀÚ·Î,0,000,0,0,0,0,
623,72925,2060019900,2060007100,2060007200,0,0,107,000,-,ÁÖ°ø±æ,0,000,0,0,0,0,
624,72926,2060117300,2060037000,2060039300,0,0,107,000,-,¼ÛÀ¯°ü±æ,0,000,0,0,0,0,
625,72927,2060026000,2060009000,2060009500,0,0,107,000,-,±¹³íµé±æ,0,000,0,0,0,0,
626,72928,2060026100,2060009500,2060009000,0,0,107,000,-,±¹³íµé±æ,0,000,0,0,0,0,
627,72929,2060025400,2060009400,2060008800,0,0,107,000,-,¾Õ³Ñ¸»1±æ,0,000,0,0,0,0,
628,72930,2060115700,2060036400,2060039000,0,0,102,002,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
629,72931,2060071900,2060032900,2060022500,0,0,102,002,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
630,72932,2060072000,2060022500,2060032900,0,0,102,002,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
631,72933,2060097400,2060030600,2060032900,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
632,72934,2060081000,2060030600,2060025300,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
633,72935,2060081100,2060025300,2060030600,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
634,72936,2060097500,2060032900,2060030600,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
635,72938,2060115000,2060036700,2060036300,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,
636,72939,2060115100,2060036300,2060036700,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,
637,72943,2060120100,2060039000,2060037800,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
638,72944,2060040500,2060013300,2060013400,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
639,72945,2060166400,2060052600,2060052700,0,0,107,000,-,¸ÅÈ­¸¶À»±æ,0,000,0,0,0,0,
640,72946,2060166500,2060052700,2060052600,0,0,107,000,-,¸ÅÈ­¸¶À»±æ,0,000,0,0,0,0,
641,72947,2060163800,2060052600,2060051900,0,0,107,000,-,¸ÅÈ­¸¶À»±æ,0,000,0,0,0,0,
642,72948,2060158400,2060050200,2060050300,0,0,107,000,-,ÁßÅ¾±æ,0,000,0,0,0,0,
643,72949,2060158800,2060050300,2060050500,0,0,107,000,-,ÁßÅ¾±æ,0,000,0,0,0,0,
644,72950,2060094200,2060029600,2060030300,0,0,107,000,-,¼­´ç±æ,0,000,0,0,0,0,
645,72951,2060094300,2060030300,2060029600,0,0,107,000,-,¼­´ç±æ,0,000,0,0,0,0,
646,72952,2060093800,2060029600,2060029300,0,0,107,000,-,¼­´ç1±æ,0,000,0,0,0,0,
647,72953,2060091600,2060029300,2060028800,0,0,107,000,-,¼­´ç1±æ,0,000,0,0,0,0,
648,72954,2060091700,2060028800,2060029300,0,0,107,000,-,¼­´ç1±æ,0,000,0,0,0,0,
649,72955,2060093900,2060029300,2060029600,0,0,107,000,-,¼­´ç1±æ,0,000,0,0,0,0,
650,72962,2060034200,2060011500,2060011600,0,0,107,003,-,¹Ì±Ý±³,0,000,0,0,0,0,
651,72963,2060034300,2060011600,2060011500,0,0,107,003,-,¹Ì±Ý±³,0,000,0,0,0,0,
652,72965,2060096800,2060030400,2060032100,0,0,107,000,-,¼ÛÀ¯°ü±æ,0,000,0,0,0,0,
653,72966,2060096900,2060032100,2060030400,0,0,107,000,-,¼ÛÀ¯°ü±æ,0,000,0,0,0,0,
654,72967,2060102600,2060032100,2060037000,0,0,107,000,-,¼ÛÀ¯°ü±æ,0,000,0,0,0,0,
655,72968,2060102700,2060037000,2060032100,0,0,107,000,-,¼ÛÀ¯°ü±æ,0,000,0,0,0,0,
656,72984,2060008600,2060003900,2060004400,0,0,105,002,23,Áö¹æµµ23È£¼±,0,000,0,0,0,0,
657,72985,2060005000,2060002600,2060002300,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
658,72986,2060005600,2060002400,2060003600,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
659,72987,2060006800,2060003300,2060003500,0,0,105,000,57,-,0,000,0,0,0,0,
660,72988,2060005200,2060002300,2060002400,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
661,72989,2060008000,2060003700,2060003900,0,0,105,000,23,Áö¹æµµ23È£¼±,0,000,0,0,0,0,
662,72990,2060004900,2060002300,2060002600,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
663,72991,2060005500,2060003600,2060002400,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
664,72992,2060006700,2060003500,2060003300,0,0,105,000,57,-,0,000,0,0,0,0,
665,72993,2060005100,2060002400,2060002300,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
666,72994,2060007900,2060003900,2060003700,0,0,105,000,23,Áö¹æµµ23È£¼±,0,000,0,0,0,0,
667,72995,2060010000,2060004700,2060004400,0,0,105,002,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
668,73011,2060007102,2060002800,2060002801,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
669,73012,2060007101,2060002801,2260004500,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
670,73013,2060007201,2260004500,2060002801,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
671,73014,2060007202,2060002801,2060002800,0,0,105,000,57,¿îÁß·Î,0,000,0,0,0,0,
672,73015,2060011003,2040000300,2040000301,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,¡à[2005-07-16 ¿ÀÈÄ 2:22:41] Ed
673,73016,2060011103,2040000301,2040000300,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,¡à[2005-07-16 ¿ÀÈÄ 2:22:41] Ed
674,73017,2060126200,2060040700,2060002800,0,0,107,003,-,-,0,000,0,0,0,0,
