,OBJECTID,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK
675,73018,2060127100,2060040900,2060040300,0,0,107,000,-,-,0,000,0,0,0,0,
676,73019,2060128000,2060003500,2060040900,0,0,107,000,57,ÇÏ¿À°í°³,0,000,0,0,0,0,
677,73020,2060096600,2060030200,2060033900,0,0,107,000,-,-,0,000,0,0,0,0,
678,73021,2060107300,2060034200,2060033900,0,0,107,000,-,-,0,000,0,0,0,0,
679,73061,2060171600,2060054600,2060054400,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
680,73062,2060169200,2040004700,2060053400,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
681,73064,2060095600,2060030000,2060001500,0,0,107,000,-,¼­´ç±æ,0,000,0,0,0,0,
682,73067,2060162200,2060051400,2060051500,0,0,107,000,-,¸ÅÈ­¸¶À»±æ,0,000,0,0,0,0,
683,73071,2060146000,2060046700,2060046200,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
684,73073,2060067300,2060021400,2060000800,0,0,107,000,-,µ¿¹®±æ,0,000,0,0,0,0,
685,73074,2060083200,2060026600,2060001200,0,0,107,000,-,ÃÊ¿ø±æ,0,000,0,0,0,0,
686,73075,2060075000,2060001000,2060023600,0,0,107,000,-,Àå¾È±æ,0,000,0,0,0,0,
687,73076,2060072300,2060000900,2060022600,0,0,107,000,-,¼¼Áý±æ,0,000,0,0,0,0,
688,73077,2060058600,2060019000,2060000700,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,
689,73078,2060044200,2060000600,2060014400,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
690,73079,2060172000,2060054500,2060054600,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
691,73080,2060128100,2060040900,2060003500,0,0,107,000,57,ÇÏ¿À°í°³,0,000,0,0,0,0,
692,73081,2060096700,2060033900,2060030200,0,0,107,000,-,-,0,000,0,0,0,0,
693,73082,2060107200,2060033900,2060034200,0,0,107,000,-,-,0,000,0,0,0,0,
694,73083,2060104200,2060001700,2060032800,0,0,105,001,23,´ë¿ÕÆÇ±³·Î,0,107,0,0,0,0,
695,73087,2060139900,2060044400,2060046200,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
696,73124,2060175100,2050003600,2050003800,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,
697,73125,2060172300,2060055100,2060054700,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,
698,73126,2060168100,2060053200,2060053100,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
699,73127,2060044300,2060014400,2060000600,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
700,73128,2060172100,2060054600,2060054500,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
701,73129,2060171500,2060054500,2060054300,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
702,73130,2060164300,2060052000,2060052100,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,
703,73131,2060164700,2060052100,2060052300,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,
704,73132,2060165700,2060052300,2060052400,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,
705,73133,2060157300,2060049800,2060050800,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
706,73134,2060084200,2060029400,2060026400,0,0,107,000,-,¼ö³»1±æ,0,000,0,0,0,0,
707,73135,2060164900,2060052100,2060054600,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,
708,73136,2060165900,2060054500,2060052300,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,
709,73137,2060165300,2060052500,2060052200,0,0,107,000,-,-,0,000,0,0,0,0,
710,73138,2060160900,2060050800,2060050900,0,0,107,000,-,-,0,000,0,0,0,0,
711,73139,2060166300,2060053600,2060052500,0,0,107,000,-,¾ßÅ¾±æ,0,000,0,0,0,0,
712,73140,2060158300,2060050900,2060050100,0,0,107,000,-,¾ßÅ¾±æ,0,000,0,0,0,0,
713,73148,2060001603,2060001701,2060001700,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
714,73149,2060001503,2060001700,2060001701,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
715,73150,2060151400,2060048700,2060048100,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,
716,73151,2060151500,2060048100,2060048700,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,
717,73152,2060144800,2060045900,2060046100,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
718,73153,2060144900,2060046100,2060045900,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
719,73158,2060005400,2060002500,2060002700,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
720,73159,2060004800,2060002200,2060002500,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,
721,73160,2060129200,2060041300,2060041100,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
722,73161,2060106100,2060034200,2060033500,0,0,107,000,-,µÞ³Á°ñ±æ,0,000,0,0,0,0,
723,73162,2060095000,2060029900,2060030500,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
724,73163,2060108000,2060034900,2060001900,0,0,107,000,-,-,0,000,0,0,0,0,
725,73164,2060097200,2060030500,2060033400,0,0,107,000,-,-,0,000,0,0,0,0,
726,73165,2060123800,2060040200,2060002500,0,0,107,000,-,´©¿¡±æ,0,000,0,0,0,0,
727,73166,2060121400,2060002200,2060038300,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
728,73167,2060098000,2060033800,2060030700,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,
729,73168,2060118400,2060037900,2060037300,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
730,73169,2060121200,2060038800,2060038200,0,0,107,000,-,È²»õ¿ï3±æ,0,000,0,0,0,0,
731,73170,2060116800,2060037300,2060036900,0,0,107,000,-,È²»õ¿ï3±æ,0,000,0,0,0,0,
732,73171,2060122600,2060038900,2060038700,0,0,107,000,-,È²»õ¿ï±æ,0,000,0,0,0,0,
733,73172,2060119600,2060038200,2060037700,0,0,107,000,-,È²»õ¿ï3±æ,0,000,0,0,0,0,
734,73173,2060104000,2060033200,2060032700,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
735,73174,2060122800,2060002700,2060038800,0,0,107,000,-,¾çÇö±æ,0,000,0,0,0,0,
736,73175,2060125600,2060041000,2060002700,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
737,73176,2060101000,2060032400,2060031600,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,
738,73177,2060099000,2060032000,2060031000,0,0,107,000,-,ÃÊ¸²±æ,0,000,0,0,0,0,
739,73178,2060098600,2060031700,2060030900,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
740,73179,2060094400,2060030900,2060029700,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
741,73180,2060157400,2060049900,2060050000,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
742,73181,2060152200,2060050000,2060048300,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
743,73182,2060156000,2060050000,2060049500,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
744,73183,2060161400,2060051000,2060051100,0,0,107,000,-,¹éÈ­Á¡±æ,0,000,0,0,0,0,
745,73184,2060159400,2060051700,2060050400,0,0,107,000,-,¾ßÅ¾°ø¿ø1±æ,0,000,0,0,0,0,
746,73185,2060163000,2060051700,2060051600,0,0,107,000,-,¾ßÅ¾°ø¿ø±æ,0,000,0,0,0,0,
747,73207,2060129600,2060041300,2060041600,0,0,107,000,-,ÀÌ¸Å±æ,0,000,0,0,0,0,
748,73208,2060174400,2050003900,2050003400,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
749,73209,2060171000,2060054100,2060054300,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
750,73210,2060165400,2060054100,2060052200,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
751,73211,2060165000,2060052200,2060052400,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,
752,73212,2060152000,2060048800,2060048300,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
753,73215,2060157000,2060049800,2060049900,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
754,73216,2060129800,2060042200,2060041300,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
755,73218,2060164400,2060054400,2060052000,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
756,73219,2060152600,2060053400,2060048400,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
757,73220,2060125900,2060039800,2060040400,0,0,107,000,-,-,0,000,0,0,0,0,
758,73221,2060108900,2060034900,2060034500,0,0,107,000,-,»õ¸¶À»±æ,0,000,0,0,0,0,
759,73224,2060129100,2060041000,2060041600,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
760,73225,2060129300,2060041100,2060041300,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
761,73226,2060106200,2060033500,2060034200,0,0,107,000,-,µÞ³Á°ñ±æ,0,000,0,0,0,0,
762,73227,2060105700,2060033400,2060001900,0,0,107,000,-,¼­ÇöÁß¾Ó±æ,0,000,0,0,0,0,
763,73228,2060126900,2060040200,2060041000,0,0,107,000,-,±¸·¿µé±æ,0,000,0,0,0,0,
764,73229,2060123100,2060038900,2060002500,0,0,107,000,-,È²»õ¿ï±æ,0,000,0,0,0,0,
765,73230,2060120300,2060037900,2060038300,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
766,73231,2060120500,2060037900,2060038400,0,0,107,000,-,È²»õ¿ï2±æ,0,000,0,0,0,0,
767,73232,2060118700,2060037400,2060037900,0,0,107,000,-,È²»õ¿ï2±æ,0,000,0,0,0,0,
768,73233,2060113300,2060035800,2060002100,0,0,106,000,385,¼º³²´ë·Î,0,105,0,0,0,0,
769,73234,2060104100,2060032700,2060033200,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
770,73235,2060122900,2060038800,2060002700,0,0,107,000,-,¾çÇö±æ,0,000,0,0,0,0,
771,73236,2060125700,2060002700,2060041000,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
772,73237,2060101100,2060031600,2060032400,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,
773,73238,2060099100,2060031000,2060032000,0,0,107,000,-,ÃÊ¸²±æ,0,000,0,0,0,0,
774,73239,2060098700,2060030900,2060031700,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,
775,73240,2060113100,2060035700,2060036100,0,0,107,000,-,»õµ¿¾È1±æ,0,000,0,0,0,0,
776,73241,2060122100,2060038400,2060038700,0,0,107,000,-,È²»õ¿ï2±æ,0,000,0,0,0,0,
777,73242,2060119900,2060037700,2060038400,0,0,107,000,-,-,0,000,0,0,0,0,
778,73243,2060121100,2060038200,2060038700,0,0,107,000,-,È²»õ¿ï±æ,0,000,0,0,0,0,
779,73244,2060118300,2060037300,2060037700,0,0,107,000,-,È²»õ¿ï3±æ,0,000,0,0,0,0,
780,73246,2060161700,2060051200,2060051100,0,0,107,000,-,¹éÈ­Á¡±æ,0,000,0,0,0,0,
781,73247,2060151700,2060048200,2060048400,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
782,73248,2060170900,2060054100,2060054200,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
783,73249,2060134700,2060042800,2060043000,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
784,73251,2060159300,2060050400,2060051600,0,0,107,000,-,¸À°íÀ»±æ,0,000,0,0,0,0,
785,73267,2060134500,2060042900,2060042800,0,0,107,000,-,-,0,000,0,0,0,0,
786,73268,2060100700,2060031500,2060034500,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
787,73269,2060091900,2060028800,2060030000,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,
788,73270,2060124500,2060039400,2060039600,0,0,107,000,-,-,0,000,0,0,0,0,
789,73271,2060109100,2060034500,2060035000,0,0,107,000,-,»õ¸¶À»±æ,0,000,0,0,0,0,
790,73272,2060100100,2060031300,2060035000,0,0,107,000,-,¹®Á¤±æ,0,000,0,0,0,0,
791,73273,2060123700,2060039400,2060039100,0,0,107,000,-,-,0,000,0,0,0,0,
792,73274,2060093700,2060029200,2060031000,0,0,107,000,-,ÃÊ¸²±æ,0,000,0,0,0,0,
793,73276,2060101800,2060034600,2060031900,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
794,73277,2060099200,2060031900,2060031100,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
795,73278,2060095400,2060031100,2060029900,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
796,73279,2060097000,2060030500,2060032600,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
797,73280,2060103800,2060032600,2060035100,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
798,73283,2060104800,2060033000,2060033300,0,0,107,000,-,¹éÇö·Î,0,000,0,0,0,0,
799,73284,2060105000,2060033700,2060033100,0,0,107,000,-,-,0,000,0,0,0,0,
800,73285,2060106000,2060033700,2060033500,0,0,107,000,-,-,0,000,0,0,0,0,
801,73287,2060089900,2060001600,2060028300,0,0,104,002,-,µ¹¸¶·Î,0,000,0,0,0,0,
802,73290,2060103400,2060032500,2060033800,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
803,73291,2060103500,2060033800,2060032500,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,
804,73292,2060101400,2060032500,2060031800,0,0,107,003,-,¼º³²´ë·Î,0,000,0,0,0,0,
805,73293,2060107800,2060036200,2060034100,0,0,102,002,-,ºÐ´ç¼ö¼­°£µµ½Ã°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
806,73294,2060107900,2060034100,2060036200,0,0,102,002,-,ºÐ´ç¼ö¼­°£µµ½Ã°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
807,73295,2060112100,2060036200,2060035500,0,0,102,000,-,ºÐ´ç¼ö¼­°£µµ½Ã°í¼ÓÈ­µµ·Î,0,107,0,0,0,0,
808,73296,2060107700,2060034100,2060035500,0,0,102,000,-,ºÐ´ç¼ö¼­°£°í¼ÓÈ­µµ·Î,0,107,0,0,0,0,
809,73299,2060089800,2060028300,2060001600,0,0,107,002,-,µ¹¸¶·Î,0,000,0,0,0,0,
810,73302,2060156800,2060049700,2060049800,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
811,73303,2060156900,2060049800,2060049700,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
812,73304,2060150400,2060049800,2060047800,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
813,73305,2060150500,2060047800,2060049800,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
814,73306,2060146400,2060047800,2060046300,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,
815,73307,2060115900,2060036500,2060037100,0,0,107,000,-,È²»õ¿ï5±æ,0,000,0,0,0,0,
816,73308,2060114000,2060036000,2060036500,0,0,107,000,-,È²»õ¿ï5±æ,0,000,0,0,0,0,
817,73309,2060114100,2060036500,2060036000,0,0,107,000,-,È²»õ¿ï5±æ,0,000,0,0,0,0,
818,73310,2060117800,2060037200,2060037600,0,0,107,000,-,È²»õ¿ï4±æ,0,000,0,0,0,0,
819,73311,2060117900,2060037600,2060037200,0,0,107,000,-,È²»õ¿ï4±æ,0,000,0,0,0,0,
820,73312,2060116200,2060036600,2060037200,0,0,107,000,-,È²»õ¿ï4±æ,0,000,0,0,0,0,
821,73313,2060116300,2060037200,2060036600,0,0,107,000,-,È²»õ¿ï4±æ,0,000,0,0,0,0,
822,73314,2060167500,2060052900,2060053000,0,0,107,000,-,¼Ö¹ç±æ,0,000,0,0,0,0,
823,73316,2060153000,2060048600,2060048900,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
824,73317,2060170000,2060053800,2060053900,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
825,73321,2060011002,2040000301,2040000302,0,0,105,002,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,¡à[2005-07-16 ¿ÀÈÄ 2:22:41] Ed
826,73322,2060011102,2040000302,2040000301,0,0,105,002,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,¡à[2005-07-16 ¿ÀÈÄ 2:22:41] Ed
827,73323,2060000800,2060000300,2060000400,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
828,73324,2060000700,2060000400,2060000300,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,
829,73325,2060174000,2060055400,2050003400,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,
830,73326,2060160200,2060051800,2060050600,0,0,107,000,-,¼Ò´ã±æ,0,000,0,0,0,0,
831,73327,2060154000,2060049500,2060048800,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
832,73328,2060154200,2060051200,2060048800,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
833,73329,2060142800,2060048000,2060045300,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
834,73330,2060140800,2060045300,2060044600,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
835,73331,2060140200,2060044500,2060044600,0,0,107,003,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
836,73332,2060169000,2060054400,2060053400,0,0,107,003,-,Àå¹Ì·Î,0,000,0,0,0,0,
837,73353,2060149800,2060049200,2060047500,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
838,73354,2060147000,2060046500,2060047600,0,0,107,000,-,»óÅ¾2±æ,0,000,0,0,0,0,
839,73355,2060144600,2060047500,2060045800,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
840,73356,2060143800,2060045800,2060045600,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
841,73357,2060143600,2060046500,2060045500,0,0,107,000,-,»óÅ¾2±æ,0,000,0,0,0,0,
842,73358,2060143200,2060045600,2060045400,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
843,73359,2060143000,2060045400,2060045500,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
844,73369,2060066900,2060024800,2060021200,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,
845,73370,2060066700,2060021200,2060024200,0,0,107,000,-,´ç¸ð·ç±æ,0,000,0,0,0,0,
846,73371,2060079300,2060026300,2060024800,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
847,73372,2060048800,2060015900,2060016100,0,0,107,000,-,¹ßÀÌºÀ7±æ,0,000,0,0,0,0,
848,73373,2060049400,2060016100,2060016700,0,0,107,000,-,¹ßÀÌºÀ7±æ,0,000,0,0,0,0,
849,73374,2060043000,2060015500,2060014000,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
850,73375,2060065600,2060020900,2060024600,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,
851,73376,2060067100,2060021300,2060024300,0,0,107,000,-,¹éÇö·Î,0,000,0,0,0,0,
852,73377,2060015800,2060006700,2060005800,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,
853,73378,2060030200,2060011700,2060010300,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,
854,73379,2060078400,2060024600,2060027500,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,
855,73380,2060018800,2060007400,2060006700,0,0,107,003,-,¹Ì±Ý·Î,0,000,0,0,0,0,
856,73381,2060020600,2060007400,2060008000,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,
857,73382,2060015400,2060006700,2060005700,0,0,107,000,-,¹«Áö°³±æ,0,000,0,0,0,0,
858,73383,2060080400,2060025100,2060025200,0,0,107,000,-,¹éÇö´Ù¸®±æ,0,000,0,0,0,0,
859,73384,2060174100,2050003400,2060055400,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,
860,73385,2060160300,2060050600,2060051800,0,0,107,000,-,¼Ò´ã±æ,0,000,0,0,0,0,
861,73387,2060135100,2060043000,2060043300,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
862,73388,2060162100,2060051200,2060052000,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
863,73389,2060161900,2060051100,2060052400,0,0,107,000,-,ºÀ»ç±æ,0,000,0,0,0,0,
864,73390,2060151100,2060048200,2060048000,0,0,107,000,-,-,0,000,0,0,0,0,
865,73391,2060137900,2060043700,2060044600,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
866,73392,2060136100,2060043300,2060043700,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
867,73393,2060132900,2060042400,2060042300,0,0,107,003,-,¹æ¾Æ´Ù¸®±æ,0,000,0,0,0,0,
868,73401,2060169900,2060053800,2060053700,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
869,73402,2060167700,2060052900,2060053800,0,0,107,000,-,¼Û¸²·Î,0,000,0,0,0,0,
870,73403,2060168500,2060053300,2060053200,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,
871,73404,2060144100,2060045600,2060047500,0,0,107,000,-,Å¾°ñ°ø¿ø±æ,0,000,0,0,0,0,
872,73405,2060150700,2060048700,2060047900,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
873,73407,2060147500,2060046600,2060046900,0,0,107,000,-,¸ñ·Ã±æ,0,000,0,0,0,0,
874,73408,2060145300,2060046000,2060046400,0,0,107,000,-,»óÅ¾1±æ,0,000,0,0,0,0,
875,73409,2060146700,2060046900,2060046400,0,0,107,000,-,-,0,000,0,0,0,0,
876,73414,2060143900,2060045600,2060045800,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
877,73415,2060143700,2060045500,2060046500,0,0,107,000,-,»óÅ¾2±æ,0,000,0,0,0,0,
878,73416,2060143300,2060045400,2060045600,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
879,73417,2060143100,2060045500,2060045400,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
880,73418,2060141100,2060044700,2060045800,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
881,73419,2060136700,2060043500,2060043600,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
882,73420,2060136900,2060045000,2060043500,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
883,73421,2060154900,2060049000,2060050700,0,0,107,000,-,Å¾°ñ2±æ,0,000,0,0,0,0,
884,73433,2060052700,2060017100,2060017800,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
885,73434,2060043100,2060014000,2060015500,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
886,73435,2060065700,2060024600,2060020900,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,
887,73436,2060067200,2060024300,2060021300,0,0,107,000,-,¹éÇö·Î,0,000,0,0,0,0,
888,73437,2060015900,2060005800,2060006700,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,
889,73438,2060030300,2060010300,2060011700,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,
890,73439,2060078500,2060027500,2060024600,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,
891,73440,2060029100,2060010000,2060010300,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,
892,73441,2060020700,2060008000,2060007400,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,
893,73442,2060015500,2060005700,2060006700,0,0,107,000,-,¹«Áö°³±æ,0,000,0,0,0,0,
894,73443,2060080500,2060025200,2060025100,0,0,107,000,-,¹éÇö´Ù¸®±æ,0,000,0,0,0,0,
895,73446,2060055800,2060018300,2060018900,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
896,73447,2060055900,2060018900,2060018300,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
897,73448,2060054700,2060018300,2060017800,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,
898,73462,2060094800,2060001600,2060029800,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
899,73466,2060092100,2060028900,2060029800,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
900,73467,2060089700,2060028300,2060028900,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,
901,73468,2060071300,2060022900,2060022400,0,0,107,001,-,µ¹¸¶·Î,0,000,0,0,0,0,
902,73469,2060056000,2060022400,2060018300,0,0,107,000,-,¼ö³»1±æ,0,000,0,0,0,0,
903,73471,2060092200,2060029900,2060028900,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,
904,73472,2060135600,2060044900,2060043200,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,102,0,0,0,0,
905,73473,2060055200,2060018100,2060019700,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
906,73476,2060071400,2060022400,2060022900,0,0,107,001,-,µ¹¸¶·Î,0,000,0,0,0,0,
907,73479,2060131400,2060041900,2060042600,0,0,102,003,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,
908,73484,2060134000,2060043200,2060042600,0,0,102,003,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,
909,73485,2060134100,2060042600,2060043200,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,
910,73486,2060149600,2060048200,2060047400,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,
911,73487,2060175900,2040005100,2040004800,0,0,102,000,-,ºÐ´ç-³»°î°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,
912,73490,2060150000,2040004600,2060047700,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,
913,73492,2060174600,2040004900,2040004600,0,0,102,003,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,
914,73494,2060138300,2060044500,2060043800,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,
915,73495,2060139400,2060044500,2060044300,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
916,73496,2060139500,2060044300,2060044500,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,
917,73497,2060131200,2060042400,2060041800,0,0,107,003,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,
