,OBJECTID,Id,NODE_TYPE,NODE_NAME,TURN_P,REMARK,USERID,WORKSTATE,TMPID,IDCHECK,ORDERID,DEPT_CODE,STNL_REG,ID½Å±ÔºÎ¿©,latitude,longitude
109,37774,2060038100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.387285120327476,127.11994710529382
110,37775,2060036600,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38554221355031,127.12186126187112
111,37776,2060037600,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.386590026237116,127.12071051188548
112,37777,2060036000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38499696359713,127.12108782424161
113,37778,2060036100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.385075745106235,127.12237354357808
114,37779,2060035700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38451421382706,127.12162023097676
115,37780,2060035400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38398002643419,127.1209036053184
116,37781,2060033300,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38172840106404,127.10260654340016
117,37782,2060033700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.3821039012862,127.1021268872978
118,37783,2060033000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38144408849837,127.1029615741536
119,37784,2060033100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.381526307216234,127.10187619948351
120,37785,2060032800,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38134940157988,127.10254482472794
121,37786,2060037700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38677749531007,127.12228773027005
122,37787,2060038700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.387948776817666,127.12245351219224
123,37790,2060041300,101,¾È¸»»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.394704276158336,127.12828654275324
124,37791,2060042200,101,¹°¹æ¾Æ»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.399191245572695,127.12869385559281
125,37792,2060044400,101,ÇÏÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.405403776540254,127.1286386372202
126,37793,2060049800,101,¾ßÅ¾¿ª»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40984093250739,127.12870732473891
127,37794,2060052200,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.412340214077346,127.12869679277856
128,37795,2060054100,101,Àå¹Ì»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.413817495301316,127.12870688676901
129,37815,2060050000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.4098637456093,127.12716766833762
130,37816,2060049900,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.40985105797415,127.12786604315465
131,37817,2060051000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41134768271564,127.12719144911
132,37818,2060048300,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.409060307496134,127.12494360538892
133,37819,2060050400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41072774496729,127.13045401226589
134,37820,2060051700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41197021410875,127.13165035607972
135,37896,2060054300,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.41382455767723,127.12599735539982
136,37897,2060052000,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.41233318227842,127.1233172930149
137,37898,2060052400,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.41234224474647,127.12599198105136
138,37899,2060049500,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40980943285399,127.12595816834175
139,37900,2060048800,101,¾ßÅ¾±³»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40955268270989,127.12474644971849
140,37901,2060048000,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40868087004213,127.12322141809204
141,37902,2060045300,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40595418230657,127.12354998089882
142,37903,2060044600,101,¾Æ¸ª»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.405410870392416,127.12357182453161
143,37904,2060044500,101,Å¾°ñ»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.405407526713134,127.12540457447881
144,37905,2060043700,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40488430745171,127.12357160599629
145,37906,2060043300,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40365196377701,127.12355769977978
146,37907,2060042400,101,¹æ¾Æ´Ù¸®»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.399203651720086,127.12358048050612
147,37908,2060042300,101,¹°¹æ¾Æ»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.399200870117056,127.12541482405197
148,37909,2060041400,101,ÀÌ¸Å±³»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.394714901648115,127.123544449169
149,37910,2060041600,101,¾È¸»»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.39472146400101,127.12534679303849
150,37919,2060048400,101,Å¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40915833899328,127.12297898065799
151,37921,2060049600,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.409811276464154,127.13041866801086
152,37922,2060054200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41382318261384,127.13046976209262
153,37923,2060051200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.411350869912894,127.12398107451088
154,37924,2060051100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41135055784815,127.12599641830627
155,37925,2060043000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.40111246362659,127.12359473026368
156,37926,2060042800,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.3997135268412,127.12357726183257
157,37927,2060051600,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.411960870152825,127.13045448081266
158,37929,2060041200,102,-,0,,sn_si-kg,5,999,,,00000,206,,37.393409463776834,127.12294551148932
159,37930,2060048900,103,-,0,,sn_si-kg,5,999,,,00000,206,,37.40955815148715,127.13222941784329
160,37936,2060053900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.413439276428676,127.13288216825515
161,37937,2060053000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41262612024161,127.13284257470355
162,37938,2060051800,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41208902623998,127.1328382615551
163,37939,2060046300,104,ÇÏÅ¾ÁöÇÏÂ÷µµ,0,,sn_si-kg,5,999,,,00000,206,,37.40744371409528,127.1286792928712
164,37948,2060041500,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.39471933890303,127.12052063712622
165,37949,2060042600,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.39924465181139,127.11996801183307
166,37950,2060043200,104,-,0,,sn_si-kg,5,999,,,00000,206,,37.403174276290656,127.11943713664323
167,37951,2060047400,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.408358651052936,127.1187032305121
168,37955,2060044800,101,º¸¶ã»ç°Å¸®,1,,sn_si-kg,5,999,,,00000,206,,37.405438151326166,127.12158123097765
169,37956,2060053400,101,»ç¼Û±³»ï°Å¸®,0,,sn_si-kg,5,999,,,00000,206,,37.4130944637721,127.12079282413288
170,37957,2060054400,101,»ç¼Û±³»ç°Å¸®,0,,sn_si-kg,5,999,,,00000,206,,37.41382808931479,127.12251407433632
171,37959,2060048200,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.40871158908402,127.1210582302516
172,37961,2060042500,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.39920633889432,127.1214706998037
173,37965,2060051300,102,¼º³²Ã¼À°È¸°ü,0,,sn_si-kg,5,999,,,00000,206,,37.411381713960566,127.11951988686042
174,37966,2060048500,103,-,0,,sn_si-kg,5,999,,,00000,206,,37.40943071395833,127.120321918434
175,37967,2060043900,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.40494865124498,127.12158335607569
176,37968,2060042900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.39971527602256,127.12143276190386
177,37969,2060001600,101,È¿ÀÚÃÌ»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.37940565101252,127.13605235575017
178,37970,2060039100,102,-,0,,sn_si-kg,5,999,,,00000,206,,37.38891093267847,127.14165429292518
179,37971,2060039900,102,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.390494244869046,127.13554344919885
180,37972,2060034500,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.38317171399564,127.13845035567317
181,37973,2060031500,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.379645244790254,127.13638201213257
182,37974,2060030000,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.37798399555402,127.13827432417781
183,37975,2060039200,102,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.388929432631926,127.15651444911907
184,37976,2060039400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38922215116065,127.13827229350863
185,37977,2060039600,102,-,0,,sn_si-kg,5,999,,,00000,206,,37.38985352648655,127.13979373054485
186,37978,2060035000,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.38377171377459,127.15047669958926
187,37979,2060031300,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.379569526371995,127.15266182459197
188,37980,2060040100,104,-,0,,sn_si-kg,5,999,,,00000,206,,37.39072215105773,127.14950610538983
189,37981,2060040400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.391217057862946,127.13384263698788
190,37982,2060046200,101,ÇÏÅ¾»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40737558865288,127.13387963689479
191,37983,2060046700,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.407766276625466,127.13787066798147
192,37984,2060045900,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40682990162924,127.14200501232881
193,37985,2060047100,101,»óÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40809211988244,127.14296066789007
194,37986,2060049300,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.40973458857678,127.14370004279851
195,37987,2060051400,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.41157305731281,127.14377248049004
196,37988,2060053100,101,»óÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.412818838657245,127.14382016793991
197,37989,2060054700,101,µµÃÌ»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.41404424496187,127.14388954343985
198,38051,2060049200,102,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.409705995532136,127.15603269939504
199,38052,2060047500,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.408419245572645,127.15612335555227
200,38053,2060046500,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.4075518386835,127.14878835557897
201,38054,2060045800,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.406821432713684,127.15468835595345
202,38055,2060045600,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.406316057799984,127.15221782480955
203,38056,2060045500,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40628521375237,127.14854885533066
204,38057,2060045400,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.406255932726424,127.15168548102679
205,38058,2060045000,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40547705779579,127.14823148098924
206,38059,2060044100,102,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.405324213520316,127.15718110574755
207,38060,2060044700,101,¾ßÅ¾4±³,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40542415158018,127.15531326155678
208,38061,2060043600,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.4048814323192,127.15226641787672
209,38062,2060043500,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.4048629953183,127.15173823076043
210,38063,2060055400,101,¿©¼öµ¿ÀÔ±¸,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.416848839166164,127.13389676178485
211,38064,2060055100,101,ÁßÅ¾»ï°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.41474290126672,127.13903738722843
212,38065,2060053800,101,¸ÅÈ­»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.413399682877014,127.13385944981326
213,38066,2060053300,101,ÁßÅ¾»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.41308874498333,127.13863441811418
214,38067,2060048700,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.409510057543685,127.13797673042438
215,38068,2060048600,101,¼Û¸²»ç°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.409450526022624,127.13383073086356
216,38069,2060047600,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.408468901638514,127.14639351227629
217,38070,2060046600,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40758749500333,127.14436073062666
218,38071,2060046000,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.40710546379154,127.14561119923758
219,38072,2060045100,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.4056067760053,127.14474501182906
220,38073,2060050600,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.41083815113552,127.13384573065571
221,38077,2060053500,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.41323127673314,127.13740569960657
222,38078,2060049000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.409617870067166,127.1354522930186
223,38079,2060053700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.4133957762221,127.13548288705476
224,38080,2060052900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.412624276631504,127.13386694925964
225,38081,2060052800,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.412599932883495,127.13548526216425
226,38082,2060052700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41245696406315,127.13726198075176
227,38085,2060053200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.412883338932545,127.14240866852515
228,38086,2060049100,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.40966974476049,127.13674473029062
229,38087,2060051900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41230671433175,127.13848779354987
230,38088,2060051500,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41161365180989,127.14235879302464
231,38089,2060047900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.4085783392369,127.14164601196796
232,38092,2060049400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.40977396359318,127.14228654329145
233,38093,2060050200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41063624524605,127.13811594907179
234,38094,2060050500,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.41079177669576,127.13688979273263
235,38101,2060050700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.410846213557534,127.13546354353718
236,38107,2060044200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.40536827670246,127.15622319918327
237,38108,2060043400,102,-,0,,sn_si-kg,5,999,,,00000,206,,37.40396833897165,127.1580861060961
238,38109,2060046900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.40793615136221,127.14458138738041
239,38110,2060046400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.40747418222628,127.14581388663782
240,38111,2060045700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.40675799543709,127.14670298067767
241,38158,2060016100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.364159620017574,127.12861823070409
242,38159,2060015900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.36352743260386,127.12772582446121
243,38160,2060008200,101,±¸¹Ì»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.343481213620294,127.12599869898702
244,38161,2060007300,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.34160380783766,127.12343948030173
245,38162,2060009200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.34501024543107,127.12459244981414
246,38163,2060016400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.36456155760942,127.12994388713321
247,38164,2060016000,102,-,0,,sn_si-kg,5,999,,,00000,206,,37.36390011974669,127.1311408559759
248,38165,2060016700,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.36480765168682,127.12952382460526
249,38166,2060016800,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.364841151432415,127.12786657465404
250,38167,2060017200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.3651535884959,127.12752198053272
251,38168,2060017900,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.365806525966775,127.12846966810082
252,38169,2060016500,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.36459299520959,127.12670835579888
253,38170,2060016300,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.36423802650938,127.12699454345102
254,38171,2060014900,102,-,0,,sn_si-kg,5,999,,,00000,206,,37.36270880763959,127.1286519804612
255,38172,2060029900,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.3776729011783,127.13218944927428
256,38173,2060028300,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.375974901147345,127.13119451222622
257,38174,2060027600,101,È¿ÀÚÃÌ»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.375368870514876,127.1303634811145
258,38175,2060024800,101,Àå¾È»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.37219721352767,127.13392054345661
259,38176,2060024600,101,»ûº°»ç°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.37195815124926,127.12560473028759
260,38177,2060024200,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.37152702616095,127.13299466804506
261,38178,2060020900,101,»ûº°»ï°Å¸®,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.369091932801496,127.12878607477171
262,38179,2060018900,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.36708724507281,127.12728441832348
263,38180,2060017800,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.365801120142066,127.12547566858325
264,38181,2060017100,101,Çª¸¥¸¶À»»ï°Å¸®,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.365121620295724,127.12451760553688
265,38182,2060015500,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.36346265174012,127.12316629324891
266,38183,2060014000,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.36013511976222,127.12293510543418
267,38184,2060021300,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.369519964222036,127.11960848087222
268,38185,2060000400,101,±Ý°îIC,0,,sn_si-kg,5,999,,,00000,206,,37.349861401596456,127.1016055431229
269,38186,2060026700,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.37437424553144,127.11343957421764
270,38187,2060022400,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.36990362039569,127.12271766825324
