,OBJECTID,Id,NODE_TYPE,NODE_NAME,TURN_P,REMARK,USERID,WORKSTATE,TMPID,IDCHECK,ORDERID,DEPT_CODE,STNL_REG,ID½Å±ÔºÎ¿©,latitude,longitude
85,37750,2060036400,104,¼­ÇöÁöÇÏÂ÷µµ,0,,sn_si-kg,5,999,,,00000,206,,37.385457901210714,127.11528607479875
86,37751,2060036200,104,ÃÊ¸²ÁöÇÏÂ÷µµ,0,,sn_si-kg,5,999,,,00000,206,,37.385170401447795,127.11502873110203
87,37752,2060039000,104,¼­ÇöÁöÇÏÂ÷µµ,0,,sn_si-kg,5,999,,,00000,206,,37.38855171378236,127.11819176179233
88,37753,2060039500,104,¸Å¼ÛÁöÇÏÂ÷µµ,0,,sn_si-kg,5,999,,,00000,206,,37.38926277623466,127.11886960598679
89,37754,2060003100,101,¸Å¼Û»ç°Å¸®,1,,sn_si-kg,5,999,,,00000,206,,37.391431682863924,127.12022094975111
90,37755,2060002700,101,¾çÇö»ç°Å¸®,1,,sn_si-kg,5,999,,,00000,206,,37.390087713540254,127.12245938656372
91,37756,2060036300,101,-,0,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.38537849557213,127.1181422622085
92,37757,2060035300,101,-,1,º¸¿Ï,sn_si-kg,5,999,,,00000,206,,37.383969588902744,127.11975338683214
93,37758,2060037300,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.386272463937416,127.12284073058038
94,37759,2060038800,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38817399493274,127.120758605829
95,37760,2060038200,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38731758855073,127.12169638736486
96,37761,2060035600,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38442843289465,127.12036851230835
97,37762,2060032700,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.38123877597707,127.11591544913313
98,37763,2060031700,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.38016452681984,127.11440898041269
99,37764,2060031000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.3788994954873,127.11582329290684
100,37765,2060032000,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38040599478467,127.11692069960623
101,37766,2060033500,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.381889557773036,127.10150035572042
102,37767,2060034800,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38355418306418,127.12138179282783
103,37768,2060034400,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.38308265143712,127.12072951186201
104,37769,2060030900,101,-,1,,sn_si-kg,5,999,,,00000,206,,37.37852915107834,127.11213941806466
105,37770,2060032300,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38070877672686,127.11655523042202
106,37771,2060031400,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.37960524474505,127.11502610598109
107,37772,2060030100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.377988744873676,127.11278626172941
108,37773,2060037100,101,-,0,,sn_si-kg,5,999,,,00000,206,,37.38602874496951,127.11994994984946
