,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,USER_ID,WORKSTATE,DEPT_CODE,STNL_REG,ROAD_TYPE,ROAD_NO,TMPID,UPLOAD_ID,SOSFNODEID,SOSTNODEID,SHAPE_STLe
99,2060123900,2060002500,2060040200,0,0.0,107,´©¿¡±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060002500,OEXT2060040200,292.261093817
100,2060121500,2060038300,2060002200,0,0.0,107,ÅºÃµÁß·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060038300,OEXT2060002200,75.8671917202
101,2060121700,2060038300,2060038500,0,0.0,107,È²»õ¿ï1±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060038300,OEXT2060038500,75.4274089967
102,2060098300,2060030800,2060031100,0,0.0,107,-,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060030800,OEXT2060031100,142.862828037
103,2060098500,2060030800,2060031200,0,0.0,107,-,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060030800,OEXT2060031200,151.361590222
104,2060099900,2060031200,2060034600,0,0.0,107,-,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060031200,OEXT2060034600,543.449063476
105,2060097900,2060030700,2060031200,0,0.0,107,¼­ÇöÁß¾Ó±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060030700,OEXT2060031200,183.621218032
106,2060099700,2060031200,2060031900,0,0.0,107,¼­ÇöÁß¾Ó±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060031200,OEXT2060031900,146.786741503
107,2060103700,2060032600,2060033400,0,0.0,107,¼­ÇöÁß¾Ó±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060032600,OEXT2060033400,144.136929
108,2060106900,2060033800,2060035800,0,0.0,107,¼º³²´ë·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060033800,OEXT2060035800,429.303936582
109,2060098100,2060030700,2060033800,0,0.0,107,ºÐ´ç·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060030700,OEXT2060033800,564.131998092
110,2060118500,2060037300,2060037900,0,0.0,107,ÅºÃµÁß·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060037300,OEXT2060037900,98.0749035659
111,2060121300,2060038200,2060038800,0,0.0,107,È²»õ¿ï3±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060038200,OEXT2060038800,126.218543361
112,2060116900,2060036900,2060037300,0,0.0,107,È²»õ¿ï3±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060036900,OEXT2060037300,78.6640887118
113,2060122700,2060038700,2060038900,0,0.0,107,È²»õ¿ï±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060038700,OEXT2060038900,82.8298249403
114,2060119700,2060037700,2060038200,0,0.0,107,È²»õ¿ï3±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060037700,OEXT2060038200,79.5978761155
115,2060096300,2060030100,2060030900,0,0.0,107,ÃÊ¸²2±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060030100,OEXT2060030900,83.0439682482
116,2060108500,2060034400,2060034800,0,0.0,107,»õµ¿¾È±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060034400,OEXT2060034800,77.9457655782
117,2060111500,2060035300,2060036300,0,0.0,107,ºÐ´ç·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060035300,OEXT2060036300,211.475495142
118,2060087500,2060027500,2060031600,0,0.0,107,¼ö³»·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060027500,OEXT2060031600,600.650882433
119,2060108700,2060034400,2060035300,0,0.0,107,ºÐ´ç·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060034400,OEXT2060035300,130.957680788
120,2060103300,2060032400,2060033200,0,0.0,107,¼ö³»·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060032400,OEXT2060033200,127.286644669
121,2060094500,2060029700,2060030900,0,0.0,107,ÅºÃµÁß·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060029700,OEXT2060030900,143.059165299
122,2060103100,2060032300,2060032700,0,0.0,107,ÃÊ¸²±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060032300,OEXT2060032700,81.6743079363
123,2060106700,2060033800,2060034400,0,0.0,107,ºÐ´ç·Î,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060033800,OEXT2060034400,131.607570624
124,2060120900,2060038100,2060038800,0,0.0,107,¾çÇö±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060038100,OEXT2060038800,122.12204533
125,2060109900,2060035400,2060034800,0,0.0,107,»õµ¿¾È±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060035400,OEXT2060034800,63.4629207828
126,2060100500,2060031400,2060032300,0,0.0,107,¸¶·çµé±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060031400,OEXT2060032300,182.596133285
127,2060102100,2060032000,2060032300,0,0.0,107,ÃÊ¸²±æ,0,000,0.0,0,0.0,0.0,,sn_si-kg,5,00000,206,000,-,,,OEXT2060032000,OEXT2060032300,46.6552141602
