,OBJECTID,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,WORKSTATE,TMPID,IDCHECK,SOSFNODEID,SOSTNODEID,SOSBUILDID,ORDERID,USERID,STNL_REG,DEPT_CODE,ID½Å±ÔºÎ¿©,Shape_len
353,217059,2060138500,2060044800,2060043900,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060044800,OEXT2060043900,OEXT2060138500,,sn_si-kg,206,00000,,0.000489504694116
354,217066,2060155700,2060050200,2060049400,0,0,107,000,-,ÁßÅ¾±æ,0,000,0,0,0,0,,5,,,OEXT2060050200,OEXT2060049400,OEXT2060155700,,sn_si-kg,206,00000,,0.00426939956185
355,217085,2060167300,2060052800,2060053700,0,0,107,000,-,Å¾°ñ2±æ,0,000,0,0,0,0,,5,,,OEXT2060052800,OEXT2060053700,OEXT2060167300,,sn_si-kg,206,00000,,0.000795356966495
356,217086,2060166900,2060052700,2060053500,0,0,107,000,-,Å¾°ñ1±æ,0,000,0,0,0,0,,5,,,OEXT2060052700,OEXT2060053500,OEXT2060166900,,sn_si-kg,206,00000,,0.000789076831937
357,217087,2060138900,2060044200,2060044100,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060044200,OEXT2060044100,OEXT2060138900,,sn_si-kg,206,00000,,0.00097399157875
358,217088,2060139100,2060044700,2060044200,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060044700,OEXT2060044200,OEXT2060139100,,sn_si-kg,206,00000,,0.000908518628788
359,217089,2060144500,2060046400,2060045700,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060046400,OEXT2060045700,OEXT2060144500,,sn_si-kg,206,00000,,0.00134125934418
360,217090,2060144300,2060046000,2060045700,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,,5,,,OEXT2060046000,OEXT2060045700,OEXT2060144300,,sn_si-kg,206,00000,,0.0011574375478
361,217094,2060149900,2060047500,2060049200,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,,5,,,OEXT2060047500,OEXT2060049200,OEXT2060149900,,sn_si-kg,206,00000,,0.00135670929129
362,217095,2060147100,2060047600,2060046500,0,0,107,000,-,»óÅ¾2±æ,0,000,0,0,0,0,,5,,,OEXT2060047600,OEXT2060046500,OEXT2060147100,,sn_si-kg,206,00000,,0.00436627937421
363,217096,2060144700,2060045800,2060047500,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,,5,,,OEXT2060045800,OEXT2060047500,OEXT2060144700,,sn_si-kg,206,00000,,0.00233857040539
364,217097,2060173500,2060055400,2060055100,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,,5,,,OEXT2060055400,OEXT2060055100,OEXT2060173500,,sn_si-kg,206,00000,,0.00560668134093
365,217098,2060168700,2060053500,2060053300,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060053500,OEXT2060053300,OEXT2060168700,,sn_si-kg,206,00000,,0.00125031827228
366,217099,2060164100,2060051900,2060053300,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060051900,OEXT2060053300,OEXT2060164100,,sn_si-kg,206,00000,,0.000800239106655
367,217100,2060153700,2060049100,2060048700,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,,5,,,OEXT2060049100,OEXT2060048700,OEXT2060153700,,sn_si-kg,206,00000,,0.00123821793689
368,217101,2060148300,2060046900,2060047600,0,0,107,000,-,¸ñ·Ã±æ,0,000,0,0,0,0,,5,,,OEXT2060046900,OEXT2060047600,OEXT2060148300,,sn_si-kg,206,00000,,0.00234048296515
369,217102,2060147300,2060047600,2060046500,0,0,107,000,-,¸ñ·Ã±æ,0,000,0,0,0,0,,5,,,OEXT2060047600,OEXT2060046500,OEXT2060147300,,sn_si-kg,206,00000,,0.0025620018586
370,217104,2060153500,2060048600,2060050600,0,0,107,000,-,¼Û¸²·Î,0,000,0,0,0,0,,5,,,OEXT2060048600,OEXT2060050600,OEXT2060153500,,sn_si-kg,206,00000,,0.00138372024618
371,217105,2060154700,2060049000,2060049100,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,,5,,,OEXT2060049000,OEXT2060049100,OEXT2060154700,,sn_si-kg,206,00000,,0.00127963459249
372,217106,2060153900,2060048700,2060050200,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060048700,OEXT2060050200,OEXT2060153900,,sn_si-kg,206,00000,,0.00112624048245
373,217107,2060155100,2060049100,2060050500,0,0,107,000,-,Å¾°ñ1±æ,0,000,0,0,0,0,,5,,,OEXT2060049100,OEXT2060050500,OEXT2060155100,,sn_si-kg,206,00000,,0.00112781243937
374,217108,2060150900,2060047900,2060049400,0,0,107,000,-,»óÈñ°ø¿ø±æ,0,000,0,0,0,0,,5,,,OEXT2060047900,OEXT2060049400,OEXT2060150900,,sn_si-kg,206,00000,,0.00140999031222
375,217109,2060155900,2060049400,2060051500,0,0,107,000,-,»óÈñ°ø¿ø±æ,0,000,0,0,0,0,,5,,,OEXT2060049400,OEXT2060051500,OEXT2060155900,,sn_si-kg,206,00000,,0.0018464241922
376,217129,2060067000,2060021200,2060024800,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,,5,,,OEXT2060021200,OEXT2060024800,OEXT2060067000,,sn_si-kg,206,00000,,0.00416311067452
377,217130,2060066800,2060024200,2060021200,0,0,107,000,-,´ç¸ð·ç±æ,0,000,0,0,0,0,,5,,,OEXT2060024200,OEXT2060021200,OEXT2060066800,,sn_si-kg,206,00000,,0.00559445506652
378,217131,2060079400,2060024800,2060026300,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060024800,OEXT2060026300,OEXT2060079400,,sn_si-kg,206,00000,,0.00302296941727
379,217132,2060048900,2060016100,2060015900,0,0,107,000,-,¹ßÀÌºÀ7±æ,0,000,0,0,0,0,,5,,,OEXT2060016100,OEXT2060015900,OEXT2060048900,,sn_si-kg,206,00000,,0.00109191503081
380,217133,2060049500,2060016700,2060016100,0,0,107,000,-,¹ßÀÌºÀ7±æ,0,000,0,0,0,0,,5,,,OEXT2060016700,OEXT2060016100,OEXT2060049500,,sn_si-kg,206,00000,,0.00111572795437
381,217134,2060079600,2060024800,2060027600,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,,5,,,OEXT2060024800,OEXT2060027600,OEXT2060079600,,sn_si-kg,206,00000,,0.00476849077467
382,217135,2060020400,2060007300,2060008200,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060007300,OEXT2060008200,OEXT2060020400,,sn_si-kg,206,00000,,0.00317445084616
383,217136,2060118800,2060038000,2060037400,1,0,107,000,-,»õµ¿¾È1±æ,0,000,0,0,0,0,,5,,,OEXT2060038000,OEXT2060037400,OEXT2060118800,,sn_si-kg,206,00000,,0.000841889070908
384,217137,2060117000,2060037400,2060036900,1,0,107,000,-,»õµ¿¾È1±æ,0,000,0,0,0,0,,5,,,OEXT2060037400,OEXT2060036900,OEXT2060117000,,sn_si-kg,206,00000,,0.000996972577633
385,217144,2060023200,2060009100,2060008200,0,0,107,000,-,°ñ¾È±æ,0,000,0,0,0,0,,5,,,OEXT2060009100,OEXT2060008200,OEXT2060023200,,sn_si-kg,206,00000,,0.00216006722511
386,217145,2060020200,2060007300,2060008200,0,0,107,000,-,°ñ¾È1±æ,0,000,0,0,0,0,,5,,,OEXT2060007300,OEXT2060008200,OEXT2060020200,,sn_si-kg,206,00000,,0.0073580467213
387,217146,2060054800,2060017900,2060018900,0,0,107,000,-,¼ö³»°í±æ,0,000,0,0,0,0,,5,,,OEXT2060017900,OEXT2060018900,OEXT2060054800,,sn_si-kg,206,00000,,0.00177431292765
388,217147,2060051000,2060017200,2060016500,0,0,107,000,-,ÇâÇÐ±æ,0,000,0,0,0,0,,5,,,OEXT2060017200,OEXT2060016500,OEXT2060051000,,sn_si-kg,206,00000,,0.000988097440837
389,217148,2060049000,2060016300,2060015900,0,0,107,000,-,¹ßÀÌºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060016300,OEXT2060015900,OEXT2060049000,,sn_si-kg,206,00000,,0.00105272276723
390,217149,2060050200,2060016500,2060016300,0,0,107,000,-,¹ßÀÌºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060016500,OEXT2060016300,OEXT2060050200,,sn_si-kg,206,00000,,0.000440011829832
391,217150,2060035400,2060012400,2060011900,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060012400,OEXT2060011900,OEXT2060035400,,sn_si-kg,206,00000,,0.00211146259134
392,217151,2060081400,2060025800,2060025500,0,0,107,000,-,Á¤ÀÚÁß¾Ó±æ,0,000,0,0,0,0,,5,,,OEXT2060025800,OEXT2060025500,OEXT2060081400,,sn_si-kg,206,00000,,0.00101890575835
393,217152,2060075800,2060025000,2060023800,0,0,107,000,-,ÀåÀÚ°ñ±æ,0,000,0,0,0,0,,5,,,OEXT2060025000,OEXT2060023800,OEXT2060075800,,sn_si-kg,206,00000,,0.00191074234169
394,217153,2060064000,2060022000,2060020400,0,0,107,000,-,³»Á¤·Î,0,000,0,0,0,0,,5,,,OEXT2060022000,OEXT2060020400,OEXT2060064000,,sn_si-kg,206,00000,,0.00122640128565
395,217154,2060062600,2060020200,2060020100,0,0,107,000,-,´ÀÆ¼¸¶À»±æ,0,000,0,0,0,0,,5,,,OEXT2060020200,OEXT2060020100,OEXT2060062600,,sn_si-kg,206,00000,,0.0018620644341
396,217155,2060038600,2060013300,2060012800,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,,5,,,OEXT2060013300,OEXT2060012800,OEXT2060038600,,sn_si-kg,206,00000,,0.00327659440956
397,217156,2060044400,2060014600,2060014500,0,0,107,000,-,ºÀ¿ìÀç±æ,0,000,0,0,0,0,,5,,,OEXT2060014600,OEXT2060014500,OEXT2060044400,,sn_si-kg,206,00000,,0.00192347048473
398,217157,2060021800,2060008600,2060007600,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060008600,OEXT2060007600,OEXT2060021800,,sn_si-kg,206,00000,,0.00166516809671
399,217158,2060015000,2060007200,2060005600,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,,5,,,OEXT2060007200,OEXT2060005600,OEXT2060015000,,sn_si-kg,206,00000,,0.00262387515988
400,217159,2060016400,2060006200,2060006000,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060006200,OEXT2060006000,OEXT2060016400,,sn_si-kg,206,00000,,0.00148509328274
401,217160,2060013800,2280073500,2060006000,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2280073500,OEXT2060006000,OEXT2060013800,,sn_si-kg,206,00000,,0.00497382326884
402,217161,2060075400,2060025200,2060023700,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,,5,,,OEXT2060025200,OEXT2060023700,OEXT2060075400,,sn_si-kg,206,00000,,0.00145346254038
403,217162,2060063400,2060020400,2060020300,0,0,107,000,-,´ÀÆ¼¸¶À»±æ,0,000,0,0,0,0,,5,,,OEXT2060020400,OEXT2060020300,OEXT2060063400,,sn_si-kg,206,00000,,0.00154862692913
404,217163,2060021600,2060007800,2060007600,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,,5,,,OEXT2060007800,OEXT2060007600,OEXT2060021600,,sn_si-kg,206,00000,,0.00144698325808
405,217164,2060048200,2060020100,2060015600,0,0,107,000,-,ÅºÃµÁß·Î,0,000,0,0,0,0,,5,,,OEXT2060020100,OEXT2060015600,OEXT2060048200,,sn_si-kg,206,00000,,0.00505115764818
406,217165,2060072100,2060023600,2060022600,0,0,107,000,-,ºÐ´çÀåÅÍ±æ,0,000,0,0,0,0,,5,,,OEXT2060023600,OEXT2060022600,OEXT2060072100,,sn_si-kg,206,00000,,0.00109840759227
407,217166,2060070500,2060022600,2060022200,0,0,107,000,-,¼¼Áý±æ,0,000,0,0,0,0,,5,,,OEXT2060022600,OEXT2060022200,OEXT2060070500,,sn_si-kg,206,00000,,0.00103661543175
408,217167,2060070700,2060022800,2060022200,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060022800,OEXT2060022200,OEXT2060070700,,sn_si-kg,206,00000,,0.000829902352653
409,217168,2060066500,2060023900,2060021200,0,0,107,000,-,´ëÁø±æ,0,000,0,0,0,0,,5,,,OEXT2060023900,OEXT2060021200,OEXT2060066500,,sn_si-kg,206,00000,,0.00302952249207
410,217169,2060066300,2060022800,2060021100,0,0,107,000,-,Àå¾È±æ,0,000,0,0,0,0,,5,,,OEXT2060022800,OEXT2060021100,OEXT2060066300,,sn_si-kg,206,00000,,0.00164835202055
411,217170,2060064800,2060020700,2060021100,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060020700,OEXT2060021100,OEXT2060064800,,sn_si-kg,206,00000,,0.000745168342066
412,217171,2060064600,2060022200,2060020600,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060022200,OEXT2060020600,OEXT2060064600,,sn_si-kg,206,00000,,0.000915398637285
413,217172,2060089200,2060028500,2060028100,0,0,107,000,-,¸Ô°Å¸®±æ,0,000,0,0,0,0,,5,,,OEXT2060028500,OEXT2060028100,OEXT2060089200,,sn_si-kg,206,00000,,0.00128424518868
414,217173,2060090800,2060029500,2060028600,0,0,107,000,-,È¿Çà±æ,0,000,0,0,0,0,,5,,,OEXT2060029500,OEXT2060028600,OEXT2060090800,,sn_si-kg,206,00000,,0.00224892374936
415,217174,2060091100,2060028600,2060029500,0,0,107,000,-,È¿Çà1±æ,0,000,0,0,0,0,,5,,,OEXT2060028600,OEXT2060029500,OEXT2060091100,,sn_si-kg,206,00000,,0.00089328601295
416,217175,2060090600,2060029500,2060028500,0,0,107,000,-,Á¡°ñ±æ,0,000,0,0,0,0,,5,,,OEXT2060029500,OEXT2060028500,OEXT2060090600,,sn_si-kg,206,00000,,0.0012243741603
417,217176,2060055400,2060018200,2060018400,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,,5,,,OEXT2060018200,OEXT2060018400,OEXT2060055400,,sn_si-kg,206,00000,,0.00250964084392
418,217177,2060055000,2060018200,2060018000,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060018200,OEXT2060018000,OEXT2060055000,,sn_si-kg,206,00000,,0.000389814121437
419,217178,2060052000,2060016900,2060017000,0,0,107,000,-,¼±ÁöºÀ2±æ,0,000,0,0,0,0,,5,,,OEXT2060016900,OEXT2060017000,OEXT2060052000,,sn_si-kg,206,00000,,0.000565076523219
420,217182,2060158700,2060050200,2060051900,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060050200,OEXT2060051900,OEXT2060158700,,sn_si-kg,206,00000,,0.00170905582336
421,217186,2060049100,2060015900,2060016300,0,0,107,000,-,¹ßÀÌºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060015900,OEXT2060016300,OEXT2060049100,,sn_si-kg,206,00000,,0.00101317254697
422,217187,2060050300,2060016300,2060016500,0,0,107,000,-,¹ßÀÌºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060016300,OEXT2060016500,OEXT2060050300,,sn_si-kg,206,00000,,0.000482981264018
423,217188,2060035500,2060011900,2060012400,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060011900,OEXT2060012400,OEXT2060035500,,sn_si-kg,206,00000,,0.00211143201036
424,217189,2060021500,2060007500,2060008400,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060007500,OEXT2060008400,OEXT2060021500,,sn_si-kg,206,00000,,0.000967122065226
425,217190,2060019500,2060006900,2060007500,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060006900,OEXT2060007500,OEXT2060019500,,sn_si-kg,206,00000,,0.00190148375935
426,217191,2060014700,2060005500,2060006500,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060005500,OEXT2060006500,OEXT2060014700,,sn_si-kg,206,00000,,0.00161694433939
427,217192,2060014900,2060005600,2060005700,0,0,107,003,-,±¸¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060005600,OEXT2060005700,OEXT2060014900,,sn_si-kg,206,00000,,0.0013453903474
428,217193,2060062700,2060020100,2060020200,0,0,107,000,-,´ÀÆ¼¸¶À»±æ,0,000,0,0,0,0,,5,,,OEXT2060020100,OEXT2060020200,OEXT2060062700,,sn_si-kg,206,00000,,0.0018620644341
429,217194,2060038700,2060012800,2060013300,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,,5,,,OEXT2060012800,OEXT2060013300,OEXT2060038700,,sn_si-kg,206,00000,,0.00327659530821
430,217195,2060044500,2060014500,2060014600,0,0,107,000,-,ºÀ¿ìÀç±æ,0,000,0,0,0,0,,5,,,OEXT2060014500,OEXT2060014600,OEXT2060044500,,sn_si-kg,206,00000,,0.00192346958541
431,217196,2060021900,2060007600,2060008600,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060007600,OEXT2060008600,OEXT2060021900,,sn_si-kg,206,00000,,0.00167898342586
432,217197,2060019300,2060006900,2060007000,0,0,107,000,-,ÁÖ°ø±æ,0,000,0,0,0,0,,5,,,OEXT2060006900,OEXT2060007000,OEXT2060019300,,sn_si-kg,206,00000,,0.00063197691538
433,217198,2060023500,2060008400,2060008300,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,,5,,,OEXT2060008400,OEXT2060008300,OEXT2060023500,,sn_si-kg,206,00000,,0.000985876006239
434,217199,2060028700,2060010100,2060009900,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,,5,,,OEXT2060010100,OEXT2060009900,OEXT2060028700,,sn_si-kg,206,00000,,0.000946048451482
435,217200,2060018100,2060006400,2060007700,0,0,107,000,-,¿À¸®µé2±æ,0,000,0,0,0,0,,5,,,OEXT2060006400,OEXT2060007700,OEXT2060018100,,sn_si-kg,206,00000,,0.00292853902379
436,217201,2060017900,2060006400,2060006500,0,0,107,000,-,³ó¼ö»ê±æ,0,000,0,0,0,0,,5,,,OEXT2060006400,OEXT2060006500,OEXT2060017900,,sn_si-kg,206,00000,,0.00158720401145
437,217202,2060015100,2060005600,2060007200,0,0,107,000,-,ÅºÃµ»ó·Î,0,000,0,0,0,0,,5,,,OEXT2060005600,OEXT2060007200,OEXT2060015100,,sn_si-kg,206,00000,,0.00264219988738
438,217203,2060016500,2060006000,2060006200,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060006000,OEXT2060006200,OEXT2060016500,,sn_si-kg,206,00000,,0.00137961271799
439,217204,2060013900,2060006000,2280073500,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060006000,OEXT2280073500,OEXT2060013900,,sn_si-kg,206,00000,,0.00495863614024
440,217205,2060075500,2060023700,2060025200,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,,5,,,OEXT2060023700,OEXT2060025200,OEXT2060075500,,sn_si-kg,206,00000,,0.00145349383169
441,217206,2060066400,2060021100,2060022800,0,0,107,000,-,Àå¾È±æ,0,000,0,0,0,0,,5,,,OEXT2060021100,OEXT2060022800,OEXT2060066400,,sn_si-kg,206,00000,,0.00164611423971
442,217207,2060064900,2060021100,2060020700,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060021100,OEXT2060020700,OEXT2060064900,,sn_si-kg,206,00000,,0.000774913529718
443,217208,2060064700,2060020600,2060022200,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060020600,OEXT2060022200,OEXT2060064700,,sn_si-kg,206,00000,,0.00104151922036
444,217209,2060064300,2060020500,2060021100,0,0,107,000,-,Àå¾È±æ,0,000,0,0,0,0,,5,,,OEXT2060020500,OEXT2060021100,OEXT2060064300,,sn_si-kg,206,00000,,0.000972493392562
445,217210,2060064500,2060020700,2060020600,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060020700,OEXT2060020600,OEXT2060064500,,sn_si-kg,206,00000,,0.0013405165928
446,217211,2060067600,2060021400,2060022600,0,0,107,000,-,ºÐ´çÀåÅÍ±æ,0,000,0,0,0,0,,5,,,OEXT2060021400,OEXT2060022600,OEXT2060067600,,sn_si-kg,206,00000,,0.000665656306619
447,217212,2060060300,2060020600,2060019500,0,0,107,000,-,ÅÂÇö±æ,0,000,0,0,0,0,,5,,,OEXT2060020600,OEXT2060019500,OEXT2060060300,,sn_si-kg,206,00000,,0.000926136448682
448,217213,2060055500,2060018400,2060018200,0,0,107,000,-,ºÐ´ç·Î,0,000,0,0,0,0,,5,,,OEXT2060018400,OEXT2060018200,OEXT2060055500,,sn_si-kg,206,00000,,0.00236086509869
449,217214,2060055100,2060018000,2060018200,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060018000,OEXT2060018200,OEXT2060055100,,sn_si-kg,206,00000,,0.000389813668318
450,217215,2060052100,2060017000,2060016900,0,0,107,000,-,¼±ÁöºÀ2±æ,0,000,0,0,0,0,,5,,,OEXT2060017000,OEXT2060016900,OEXT2060052100,,sn_si-kg,206,00000,,0.000588055821236
451,217216,2060054100,2060018000,2060017700,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060018000,OEXT2060017700,OEXT2060054100,,sn_si-kg,206,00000,,0.00137917777458
452,217217,2060054300,2060018000,2060017700,0,0,107,000,-,¼±ÁöºÀ3±æ,0,000,0,0,0,0,,5,,,OEXT2060018000,OEXT2060017700,OEXT2060054300,,sn_si-kg,206,00000,,0.00284293477786
453,217218,2060052300,2060017300,2060017000,0,0,107,000,-,¼±ÁöºÀ5±æ,0,000,0,0,0,0,,5,,,OEXT2060017300,OEXT2060017000,OEXT2060052300,,sn_si-kg,206,00000,,0.000922995657508
454,217219,2060051500,2060016600,2060017000,0,0,107,000,-,¼±ÁöºÀ±æ,0,000,0,0,0,0,,5,,,OEXT2060016600,OEXT2060017000,OEXT2060051500,,sn_si-kg,206,00000,,0.000425664669804
455,217220,2060109300,2060035100,2060034600,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060035100,OEXT2060034600,OEXT2060109300,,sn_si-kg,206,00000,,0.000883432561225
456,217221,2060028900,2060010500,2060009900,0,0,107,000,-,±¹³íµé±æ,0,000,0,0,0,0,,5,,,OEXT2060010500,OEXT2060009900,OEXT2060028900,,sn_si-kg,206,00000,,0.00282526366544
457,217224,2060030700,2060010400,2060010700,0,0,107,000,-,±îÄ¡¸¶À»±æ,0,000,0,0,0,0,,5,,,OEXT2060010400,OEXT2060010700,OEXT2060030700,,sn_si-kg,206,00000,,0.00217628927949
458,217225,2060030500,2060010500,2060010400,0,0,107,000,-,±îÄ¡¸¶À»±æ,0,000,0,0,0,0,,5,,,OEXT2060010500,OEXT2060010400,OEXT2060030500,,sn_si-kg,206,00000,,0.00103982257771
459,217227,2060104600,2060032900,2060034100,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060032900,OEXT2060034100,OEXT2060104600,,sn_si-kg,206,00000,,0.00154872503142
460,217228,2060114800,2060036200,2060036400,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060036200,OEXT2060036400,OEXT2060114800,,sn_si-kg,206,00000,,0.000381858336212
461,217229,2060114900,2060036400,2060036200,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060036400,OEXT2060036200,OEXT2060114900,,sn_si-kg,206,00000,,0.000399026926674
462,217230,2060123200,2060039000,2060039500,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060039000,OEXT2060039500,OEXT2060123200,,sn_si-kg,206,00000,,0.00100013216446
463,217231,2060104700,2060034100,2060032900,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060034100,OEXT2060032900,OEXT2060104700,,sn_si-kg,206,00000,,0.0015673127722
464,217232,2060123300,2060039500,2060039000,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060039500,OEXT2060039000,OEXT2060123300,,sn_si-kg,206,00000,,0.000975437771516
465,217234,2060127900,2060041500,2060003100,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060041500,OEXT2060003100,OEXT2060127900,,sn_si-kg,206,00000,,0.00332380774766
466,217235,2060038100,2060013200,2060012700,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060013200,OEXT2060012700,OEXT2060038100,,sn_si-kg,206,00000,,0.00328456626109
467,217236,2060037100,2060012700,2060012300,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060012700,OEXT2060012300,OEXT2060037100,,sn_si-kg,206,00000,,0.00319960497284
468,217239,2060133700,2060042600,2060042500,0,0,107,000,-,¹æ¾Æ´Ù¸®±æ,0,000,0,0,0,0,,5,,,OEXT2060042600,OEXT2060042500,OEXT2060133700,,sn_si-kg,206,00000,,0.00150690892673
469,217240,2060149400,2060047400,2060047700,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,102,0,0,0,0,,5,,,OEXT2060047400,OEXT2060047700,OEXT2060149400,,sn_si-kg,206,00000,,0.000168364695581
470,217241,2060139200,2060044300,2060044400,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060044300,OEXT2060044400,OEXT2060139200,,sn_si-kg,206,00000,,0.00162880087621
471,217242,2060139300,2060044400,2060044300,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060044400,OEXT2060044300,OEXT2060139300,,sn_si-kg,206,00000,,0.00162295551078
472,217243,2060130600,2060041500,2060041700,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060041500,OEXT2060041700,OEXT2060130600,,sn_si-kg,206,00000,,0.000454857671223
473,217244,2060130700,2060041700,2060041500,0,0,102,000,-,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060041700,OEXT2060041500,OEXT2060130700,,sn_si-kg,206,00000,,0.000450145778394
