,OBJECTID,LINK_ID,Source,Target,ROAD_USE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,REMARK,WORKSTATE,TMPID,IDCHECK,SOSFNODEID,SOSTNODEID,SOSBUILDID,ORDERID,USERID,STNL_REG,DEPT_CODE,ID½Å±ÔºÎ¿©,Shape_len
806,217747,2060136700,2060043500,2060043600,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060043500,OEXT2060043600,OEXT2060136700,,sn_si-kg,206,00000,,0.000531750933553
807,217748,2060136900,2060045000,2060043500,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060045000,OEXT2060043500,OEXT2060136900,,sn_si-kg,206,00000,,0.00360252270224
808,217749,2060154900,2060049000,2060050700,0,0,107,000,-,Å¾°ñ2±æ,0,000,0,0,0,0,,5,,,OEXT2060049000,OEXT2060050700,OEXT2060154900,,sn_si-kg,206,00000,,0.00122827078424
809,217761,2060052700,2060017100,2060017800,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060017100,OEXT2060017800,OEXT2060052700,,sn_si-kg,206,00000,,0.00117414442454
810,217762,2060043100,2060014000,2060015500,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060014000,OEXT2060015500,OEXT2060043100,,sn_si-kg,206,00000,,0.00335531142503
811,217763,2060065700,2060024600,2060020900,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,,5,,,OEXT2060024600,OEXT2060020900,OEXT2060065700,,sn_si-kg,206,00000,,0.00428207662115
812,217764,2060067200,2060024300,2060021300,0,0,107,000,-,¹éÇö·Î,0,000,0,0,0,0,,5,,,OEXT2060024300,OEXT2060021300,OEXT2060067200,,sn_si-kg,206,00000,,0.00373997869802
813,217765,2060015900,2060005800,2060006700,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,,5,,,OEXT2060005800,OEXT2060006700,OEXT2060015900,,sn_si-kg,206,00000,,0.00230385679449
814,217766,2060030300,2060010300,2060011700,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,,5,,,OEXT2060010300,OEXT2060011700,OEXT2060030300,,sn_si-kg,206,00000,,0.00495083544639
815,217767,2060078500,2060027500,2060024600,0,0,107,000,-,¼ö³»·Î,0,000,0,0,0,0,,5,,,OEXT2060027500,OEXT2060024600,OEXT2060078500,,sn_si-kg,206,00000,,0.00507705377952
816,217768,2060029100,2060010000,2060010300,0,0,107,000,-,¹é±Ã·Î,0,000,0,0,0,0,,5,,,OEXT2060010000,OEXT2060010300,OEXT2060029100,,sn_si-kg,206,00000,,0.00412915253432
817,217769,2060020700,2060008000,2060007400,0,0,107,000,-,±Ý°î·Î,0,000,0,0,0,0,,5,,,OEXT2060008000,OEXT2060007400,OEXT2060020700,,sn_si-kg,206,00000,,0.00428084857888
818,217770,2060015500,2060005700,2060006700,0,0,107,000,-,¹«Áö°³±æ,0,000,0,0,0,0,,5,,,OEXT2060005700,OEXT2060006700,OEXT2060015500,,sn_si-kg,206,00000,,0.0040527976529
819,217771,2060080500,2060025200,2060025100,0,0,107,000,-,¹éÇö´Ù¸®±æ,0,000,0,0,0,0,,5,,,OEXT2060025200,OEXT2060025100,OEXT2060080500,,sn_si-kg,206,00000,,0.00215429995943
820,217774,2060055800,2060018300,2060018900,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060018300,OEXT2060018900,OEXT2060055800,,sn_si-kg,206,00000,,0.00123285952462
821,217775,2060055900,2060018900,2060018300,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060018900,OEXT2060018300,OEXT2060055900,,sn_si-kg,206,00000,,0.0012328155872
822,217776,2060054700,2060018300,2060017800,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060018300,OEXT2060017800,OEXT2060054700,,sn_si-kg,206,00000,,0.000985348568714
823,217790,2060094800,2060001600,2060029800,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060001600,OEXT2060029800,OEXT2060094800,,sn_si-kg,206,00000,,0.00303027996245
824,217794,2060092100,2060028900,2060029800,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060028900,OEXT2060029800,OEXT2060092100,,sn_si-kg,206,00000,,0.000941816393974
825,217795,2060089700,2060028300,2060028900,0,0,107,000,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060028300,OEXT2060028900,OEXT2060089700,,sn_si-kg,206,00000,,0.0019837090178
826,217796,2060071300,2060022900,2060022400,0,0,107,001,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060022900,OEXT2060022400,OEXT2060071300,,sn_si-kg,206,00000,,0.000967891723071
827,217797,2060056000,2060022400,2060018300,0,0,107,000,-,¼ö³»1±æ,0,000,0,0,0,0,,5,,,OEXT2060022400,OEXT2060018300,OEXT2060056000,,sn_si-kg,206,00000,,0.00504686886001
828,217799,2060092200,2060029900,2060028900,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060029900,OEXT2060028900,OEXT2060092200,,sn_si-kg,206,00000,,0.00084879097055
829,217800,2060135600,2060044900,2060043200,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,102,0,0,0,0,,5,,,OEXT2060044900,OEXT2060043200,OEXT2060135600,,sn_si-kg,206,00000,,0.00230348090353
830,217801,2060055200,2060018100,2060019700,0,0,102,000,100,ºÐ´çÀåÁö°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2060018100,OEXT2060019700,OEXT2060055200,,sn_si-kg,206,00000,,0.00233336893606
831,217804,2060071400,2060022400,2060022900,0,0,107,001,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060022400,OEXT2060022900,OEXT2060071400,,sn_si-kg,206,00000,,0.000967754305822
832,217807,2060131400,2060041900,2060042600,0,0,102,003,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,,5,,,OEXT2060041900,OEXT2060042600,OEXT2060131400,,sn_si-kg,206,00000,,0.000712382883044
833,217812,2060134000,2060043200,2060042600,0,0,102,003,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,,5,,,OEXT2060043200,OEXT2060042600,OEXT2060134000,,sn_si-kg,206,00000,,0.00396463314731
834,217813,2060134100,2060042600,2060043200,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,,5,,,OEXT2060042600,OEXT2060043200,OEXT2060134100,,sn_si-kg,206,00000,,0.00396073518417
835,217814,2060149600,2060048200,2060047400,0,0,107,000,-,¹ø¿µ·Î,0,000,0,0,0,0,,5,,,OEXT2060048200,OEXT2060047400,OEXT2060149600,,sn_si-kg,206,00000,,0.00237545804385
836,217815,2060175900,2040005100,2040004800,0,0,102,000,-,ºÐ´ç-³»°î°£°í¼ÓÈ­µµ·Î,0,000,0,0,0,0,,5,,,OEXT2040005100,OEXT2040004800,OEXT2060175900,,sn_si-kg,206,00000,,0.00837512743621
837,217818,2060150000,2040004600,2060047700,0,0,102,000,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,,5,,,OEXT2040004600,OEXT2060047700,OEXT2060150000,,sn_si-kg,206,00000,,0.00895322792627
838,217820,2060174600,2040004900,2040004600,0,0,102,003,-,µµ½Ã°í¼ÓÈ­±¹µµÁ¦100È£,0,000,0,0,0,0,,5,,,OEXT2040004900,OEXT2040004600,OEXT2060174600,,sn_si-kg,206,00000,,0.00253774564076
839,217822,2060138300,2060044500,2060043800,0,0,107,000,-,ÅºÃµ¿ì·Î,0,000,0,0,0,0,,5,,,OEXT2060044500,OEXT2060043800,OEXT2060138300,,sn_si-kg,206,00000,,0.000503666949657
840,217823,2060139400,2060044500,2060044300,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060044500,OEXT2060044300,OEXT2060139400,,sn_si-kg,206,00000,,0.00160462242995
841,217824,2060139500,2060044300,2060044500,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060044300,OEXT2060044500,OEXT2060139500,,sn_si-kg,206,00000,,0.00161293708825
842,217825,2060131200,2060042400,2060041800,0,0,107,003,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,,5,,,OEXT2060042400,OEXT2060041800,OEXT2060131200,,sn_si-kg,206,00000,,0.000742316628063
843,217826,2060131300,2060041800,2060042400,0,0,107,003,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,,5,,,OEXT2060041800,OEXT2060042400,OEXT2060131300,,sn_si-kg,206,00000,,0.000745224836614
844,217827,2060130400,2060041800,2060041400,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,,5,,,OEXT2060041800,OEXT2060041400,OEXT2060130400,,sn_si-kg,206,00000,,0.00374735880619
845,217828,2060130500,2060041400,2060041800,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,,5,,,OEXT2060041400,OEXT2060041800,OEXT2060130500,,sn_si-kg,206,00000,,0.00374585716119
846,217829,2060026300,2060009200,2060009100,0,0,107,000,-,°ñ¾È3±æ,0,000,0,0,0,0,,5,,,OEXT2060009200,OEXT2060009100,OEXT2060026300,,sn_si-kg,206,00000,,0.00244113287923
847,217830,2060036200,2060012100,2060012600,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060012100,OEXT2060012600,OEXT2060036200,,sn_si-kg,206,00000,,0.00299977464972
848,217831,2060036300,2060012600,2060012100,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060012600,OEXT2060012100,OEXT2060036300,,sn_si-kg,206,00000,,0.00299979378637
849,217832,2060176000,2050004500,2050003900,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2050004500,OEXT2050003900,OEXT2060176000,,sn_si-kg,206,00000,,0.002621742978
850,217833,2060176100,2050003900,2050004500,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2050003900,OEXT2050004500,OEXT2060176100,,sn_si-kg,206,00000,,0.0026160796838
851,217834,2060056100,2060022400,2060018300,0,0,107,000,-,¼ö³»1±æ,0,000,0,0,0,0,,5,,,OEXT2060022400,OEXT2060018300,OEXT2060056100,,sn_si-kg,206,00000,,0.00506448839775
852,217835,2060132000,2060042100,2060042200,0,0,107,000,-,¹æ¾Æ´Ù¸®±æ,0,000,0,0,0,0,,5,,,OEXT2060042100,OEXT2060042200,OEXT2060132000,,sn_si-kg,206,00000,,0.0011946068621
853,217836,2060132100,2060042200,2060042100,0,0,107,000,-,¹æ¾Æ´Ù¸®±æ,0,000,0,0,0,0,,5,,,OEXT2060042200,OEXT2060042100,OEXT2060132100,,sn_si-kg,206,00000,,0.00119738836456
854,217837,2060132300,2060042100,2060042300,0,0,107,000,-,¹æ¾Æ´Ù¸®±æ,0,000,0,0,0,0,,5,,,OEXT2060042100,OEXT2060042300,OEXT2060132300,,sn_si-kg,206,00000,,0.00208393864781
855,217838,2060026400,2060000200,2060000300,0,0,107,000,-,¿À·æ±æ,0,000,0,0,0,0,,5,,,OEXT2060000200,OEXT2060000300,OEXT2060026400,,sn_si-kg,206,00000,,0.00570648669906
856,217839,2060026500,2060000300,2060000200,0,0,107,000,-,¿À·æ±æ,0,000,0,0,0,0,,5,,,OEXT2060000300,OEXT2060000200,OEXT2060026500,,sn_si-kg,206,00000,,0.00605183218409
857,217840,2060000500,2060000300,2060000200,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000300,OEXT2060000200,OEXT2060000500,,sn_si-kg,206,00000,,0.00190389965739
858,217841,2060026600,2060010900,2060009200,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060010900,OEXT2060009200,OEXT2060026600,,sn_si-kg,206,00000,,0.00471747018501
859,217842,2060026700,2060009200,2060010900,0,0,107,000,-,±¸¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060009200,OEXT2060010900,OEXT2060026700,,sn_si-kg,206,00000,,0.00469658151927
860,217843,2060000301,2060000101,2060000100,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000101,OEXT2060000100,OEXT2060000301,,sn_si-kg,206,00000,,0.000663300343779
861,217844,2060000302,2060000201,2060000101,0,0,105,003,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000201,OEXT2060000101,OEXT2060000302,,sn_si-kg,206,00000,,0.0006249788268
862,217845,2060000303,2060000200,2060000201,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000200,OEXT2060000201,OEXT2060000303,,sn_si-kg,206,00000,,0.00106193509727
863,217846,2060000401,2060000100,2060000101,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000100,OEXT2060000101,OEXT2060000401,,sn_si-kg,206,00000,,0.000663300343779
864,217847,2060000402,2060000101,2060000201,0,0,105,003,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000101,OEXT2060000201,OEXT2060000402,,sn_si-kg,206,00000,,0.000613325124203
865,217848,2060000403,2060000201,2060000200,0,0,105,000,23,´ë¿ÕÆÇ±³·Î,0,000,0,0,0,0,,5,,,OEXT2060000201,OEXT2060000200,OEXT2060000403,,sn_si-kg,206,00000,,0.00104288360745
866,217849,2060088800,2060028900,2060028000,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060028900,OEXT2060028000,OEXT2060088800,,sn_si-kg,206,00000,,0.00203744937765
867,217850,2060083800,2060027700,2060026300,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060027700,OEXT2060026300,OEXT2060083800,,sn_si-kg,206,00000,,0.00212525265485
868,217851,2060088000,2060028000,2060027700,0,0,107,003,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060028000,OEXT2060027700,OEXT2060088000,,sn_si-kg,206,00000,,0.000574774684588
869,217854,2060040100,2060013300,2060013200,0,0,107,000,-,ºÒÁ¤·Î,0,000,0,0,0,0,,5,,,OEXT2060013300,OEXT2060013200,OEXT2060040100,,sn_si-kg,206,00000,,0.00167456836275
870,217855,2060065200,2060024600,2060020800,0,0,107,001,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060024600,OEXT2060020800,OEXT2060065200,,sn_si-kg,206,00000,,0.00496109293444
871,217856,2060065300,2060020800,2060024600,0,0,107,001,-,µ¹¸¶·Î,0,000,0,0,0,0,,5,,,OEXT2060020800,OEXT2060024600,OEXT2060065300,,sn_si-kg,206,00000,,0.00496098798248
872,217861,2060149000,2060047200,2060048100,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060047200,OEXT2060048100,OEXT2060149000,,sn_si-kg,206,00000,,0.000577456613429
873,217862,2060149100,2060048100,2060047200,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060048100,OEXT2060047200,OEXT2060149100,,sn_si-kg,206,00000,,0.000579807479353
874,217863,2060147800,2060047200,2060046700,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060047200,OEXT2060046700,OEXT2060147800,,sn_si-kg,206,00000,,0.000349083007322
875,217864,2060147900,2060046700,2060047200,0,0,107,000,-,¹ú¸»·Î,0,000,0,0,0,0,,5,,,OEXT2060046700,OEXT2060047200,OEXT2060147900,,sn_si-kg,206,00000,,0.000354579727389
876,217865,2060148400,2060047000,2060048600,0,0,107,003,-,¼Û¸²·Î,0,000,0,0,0,0,,5,,,OEXT2060047000,OEXT2060048600,OEXT2060148400,,sn_si-kg,206,00000,,0.00144431306449
877,217866,2060148500,2060048600,2060047000,0,0,107,003,-,¼Û¸²·Î,0,000,0,0,0,0,,5,,,OEXT2060048600,OEXT2060047000,OEXT2060148500,,sn_si-kg,206,00000,,0.0014380864956
878,217867,2060146200,2060046200,2060047000,0,0,107,003,-,¼Û¸²·Î,0,000,0,0,0,0,,5,,,OEXT2060046200,OEXT2060047000,OEXT2060146200,,sn_si-kg,206,00000,,0.000632595768687
879,217868,2060088900,2060028000,2060028900,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060028000,OEXT2060028900,OEXT2060088900,,sn_si-kg,206,00000,,0.00203745064702
880,217869,2060088100,2060027700,2060028000,1,0,107,003,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060027700,OEXT2060028000,OEXT2060088100,,sn_si-kg,206,00000,,0.000574753854648
881,217870,2060083900,2060026300,2060027700,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060026300,OEXT2060027700,OEXT2060083900,,sn_si-kg,206,00000,,0.00212527289046
882,217871,2060088600,2060027900,2060028200,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060027900,OEXT2060028200,OEXT2060088600,,sn_si-kg,206,00000,,0.000630576522136
883,217872,2060089400,2060028200,2060029800,0,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060028200,OEXT2060029800,OEXT2060089400,,sn_si-kg,206,00000,,0.00262405532634
884,217873,2060088700,2060028200,2060027900,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060028200,OEXT2060027900,OEXT2060088700,,sn_si-kg,206,00000,,0.000632369484742
885,217874,2060085600,2060027900,2060026800,1,0,107,000,-,¼­Çö½Ã¹ü±æ,0,000,0,0,0,0,,5,,,OEXT2060027900,OEXT2060026800,OEXT2060085600,,sn_si-kg,206,00000,,0.00146709320621
886,217877,2060148000,2060046800,2060048300,0,0,107,000,-,Åº¿ìÃµ·Î,0,000,0,0,0,0,,5,,,OEXT2060046800,OEXT2060048300,OEXT2060148000,,sn_si-kg,206,00000,,0.00120504710256
887,217878,2060148100,2060048300,2060046800,0,0,107,000,-,Åº¿ìÃµ·Î,0,000,0,0,0,0,,5,,,OEXT2060048300,OEXT2060046800,OEXT2060148100,,sn_si-kg,206,00000,,0.00119915366525
888,217879,2060142600,2060045200,2060046800,0,0,107,000,-,Åº¿ìÃµ·Î,0,000,0,0,0,0,,5,,,OEXT2060045200,OEXT2060046800,OEXT2060142600,,sn_si-kg,206,00000,,0.00200011257446
889,217880,2060142700,2060046800,2060045200,0,0,107,000,-,Åº¿ìÃµ·Î,0,000,0,0,0,0,,5,,,OEXT2060046800,OEXT2060045200,OEXT2060142700,,sn_si-kg,206,00000,,0.00196964280507
890,217881,2060100900,2060031800,2060031600,0,0,107,000,-,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060031800,OEXT2060031600,OEXT2060100900,,sn_si-kg,206,00000,,0.000658103250087
891,217882,2060116000,2060037200,2060036500,0,0,107,000,000,È²»õ¿ï5±æ,0,000,0,0,0,0,,5,,,OEXT2060037200,OEXT2060036500,OEXT2060116000,,sn_si-kg,206,00000,,0.000943359963284
892,217883,2060116100,2060036500,2060037200,0,0,107,000,000,È²»õ¿ï5±æ,0,000,0,0,0,0,,5,,,OEXT2060036500,OEXT2060037200,OEXT2060116100,,sn_si-kg,206,00000,,0.000945035035228
893,217884,2060091400,2060028700,2060029400,1,0,107,001,-,¼ö³»2±æ,0,000,0,0,0,0,,5,,,OEXT2060028700,OEXT2060029400,OEXT2060091400,,sn_si-kg,206,00000,,0.00385112219182
894,217886,2060011700,2060005000,2280073000,0,0,107,000,-,¹Ì±Ý·Î,0,000,0,0,0,0,,5,,,OEXT2060005000,OEXT2280073000,OEXT2060011700,,sn_si-kg,206,00000,,0.000198507358873
895,217890,2060171400,2060054300,2060054500,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060054300,OEXT2060054500,OEXT2060171400,,sn_si-kg,206,00000,,0.000995269087221
896,217891,2060164200,2060052100,2060052000,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,,5,,,OEXT2060052100,OEXT2060052000,OEXT2060164200,,sn_si-kg,206,00000,,0.000670851009323
897,217892,2060164600,2060052300,2060052100,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,,5,,,OEXT2060052300,OEXT2060052100,OEXT2060164600,,sn_si-kg,206,00000,,0.00102079267116
898,217893,2060165600,2060052400,2060052300,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,,5,,,OEXT2060052400,OEXT2060052300,OEXT2060165600,,sn_si-kg,206,00000,,0.000983192018977
899,217894,2060157200,2060050800,2060049800,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060050800,OEXT2060049800,OEXT2060157200,,sn_si-kg,206,00000,,0.00147590556586
900,217895,2060161000,2060052200,2060050800,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060052200,OEXT2060050800,OEXT2060161000,,sn_si-kg,206,00000,,0.00102215823115
901,217899,2060086200,2060027500,2060027000,0,0,107,000,-,³»Á¤·Î,0,000,0,0,0,0,,5,,,OEXT2060027500,OEXT2060027000,OEXT2060086200,,sn_si-kg,206,00000,,0.000965394368485
902,217919,2060171700,2060054400,2060054600,0,0,107,000,-,Àå¹Ì·Î,0,000,0,0,0,0,,5,,,OEXT2060054400,OEXT2060054600,OEXT2060171700,,sn_si-kg,206,00000,,0.00147009085392
903,217920,2060169300,2060053400,2040004700,0,0,107,000,-,ÅºÃµÁÂ·Î,0,000,0,0,0,0,,5,,,OEXT2060053400,OEXT2040004700,OEXT2060169300,,sn_si-kg,206,00000,,0.00626551813123
904,217922,2060146100,2060046200,2060046700,0,0,107,000,-,ÇÏÅ¾·Î,0,000,0,0,0,0,,5,,,OEXT2060046200,OEXT2060046700,OEXT2060146100,,sn_si-kg,206,00000,,0.00400883234707
905,217929,2060161100,2060050800,2060052200,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060050800,OEXT2060052200,OEXT2060161100,,sn_si-kg,206,00000,,0.00102212639574
906,217930,2060163300,2060051600,2060053600,0,0,107,000,-,¸À°íÀ»±æ,0,000,0,0,0,0,,5,,,OEXT2060051600,OEXT2060053600,OEXT2060163300,,sn_si-kg,206,00000,,0.00134157446945
907,217931,2060169700,2060053600,2060054200,0,0,107,000,-,¸À°íÀ»±æ,0,000,0,0,0,0,,5,,,OEXT2060053600,OEXT2060054200,OEXT2060169700,,sn_si-kg,206,00000,,0.00051961875403
908,217932,2060156700,2060049600,2060050100,0,0,107,000,-,¸À°íÀ»±æ,0,000,0,0,0,0,,5,,,OEXT2060049600,OEXT2060050100,OEXT2060156700,,sn_si-kg,206,00000,,0.000561228567632
909,217933,2060158100,2060050100,2060050400,0,0,107,000,-,¸À°íÀ»±æ,0,000,0,0,0,0,,5,,,OEXT2060050100,OEXT2060050400,OEXT2060158100,,sn_si-kg,206,00000,,0.000355888520837
910,217934,2060160700,2060050700,2060052800,0,0,107,000,-,Å¾°ñ2±æ,0,000,0,0,0,0,,5,,,OEXT2060050700,OEXT2060052800,OEXT2060160700,,sn_si-kg,206,00000,,0.00175448646726
911,217935,2060172400,2060054700,2050003600,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,,5,,,OEXT2060054700,OEXT2050003600,OEXT2060172400,,sn_si-kg,206,00000,,0.00726021505529
912,217936,2060172500,2050003600,2060054700,0,0,107,000,-,´ë¿ø·Î,0,000,0,0,0,0,,5,,,OEXT2050003600,OEXT2060054700,OEXT2060172500,,sn_si-kg,206,00000,,0.00719057924165
913,217937,2060084000,2060027000,2060026400,0,0,107,000,-,³»Á¤·Î,0,000,0,0,0,0,,5,,,OEXT2060027000,OEXT2060026400,OEXT2060084000,,sn_si-kg,206,00000,,0.00122701342464
914,217938,2060084100,2060026400,2060027000,0,0,107,000,-,³»Á¤·Î,0,000,0,0,0,0,,5,,,OEXT2060026400,OEXT2060027000,OEXT2060084100,,sn_si-kg,206,00000,,0.00122362360752
915,217941,2060164800,2060054600,2060052100,0,0,107,000,-,ÅÍ¹Ì³Î±æ,0,000,0,0,0,0,,5,,,OEXT2060054600,OEXT2060052100,OEXT2060164800,,sn_si-kg,206,00000,,0.00150746967885
916,217946,2060135200,2060044400,2060043100,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060044400,OEXT2060043100,OEXT2060135200,,sn_si-kg,206,00000,,0.00260486250941
917,217947,2060135300,2060043100,2060044400,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060043100,OEXT2060044400,OEXT2060135300,,sn_si-kg,206,00000,,0.00258128638519
918,217950,2060140000,2060044400,2060046300,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060044400,OEXT2060046300,OEXT2060140000,,sn_si-kg,206,00000,,0.00204850812866
919,217951,2060140100,2060046300,2060044400,0,0,106,000,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060046300,OEXT2060044400,OEXT2060140100,,sn_si-kg,206,00000,,0.00203571293948
920,217952,2060135400,2060046300,2060043100,0,0,106,002,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060046300,OEXT2060043100,OEXT2060135400,,sn_si-kg,206,00000,,0.00464479453302
921,217953,2060135500,2060043100,2060046300,0,0,106,002,385,¼º³²´ë·Î,0,000,0,0,0,0,,5,,,OEXT2060043100,OEXT2060046300,OEXT2060135500,,sn_si-kg,206,00000,,0.00462558085207
922,217954,2060001502,2060001701,2060001702,0,0,105,001,23,Áö¹æµµ23È£¼±,0,000,0,0,0,0,,5,,,OEXT2060001701,OEXT2060001702,OEXT2060001502,,sn_si-kg,206,00000,,0.00206961669117
923,217955,2060004100,2060002100,2060002000,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,,5,,,OEXT2060002100,OEXT2060002000,OEXT2060004100,,sn_si-kg,206,00000,,0.00459353482653
924,217956,2060003900,2060002000,2060001900,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,,5,,,OEXT2060002000,OEXT2060001900,OEXT2060003900,,sn_si-kg,206,00000,,0.00191671674341
925,217957,2060003500,2060001900,2060001600,0,0,105,000,57,¼­Çö·Î,0,000,0,0,0,0,,5,,,OEXT2060001900,OEXT2060001600,OEXT2060003500,,sn_si-kg,206,00000,,0.00516499126806
926,217961,2060098200,2060031100,2060030800,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060031100,OEXT2060030800,OEXT2060098200,,sn_si-kg,206,00000,,0.00146640773188
927,217962,2060098400,2060031200,2060030800,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060031200,OEXT2060030800,OEXT2060098400,,sn_si-kg,206,00000,,0.00152577738212
928,217963,2060099800,2060034600,2060031200,0,0,107,000,-,-,0,000,0,0,0,0,,5,,,OEXT2060034600,OEXT2060031200,OEXT2060099800,,sn_si-kg,206,00000,,0.00558929708225
