처인구,,,,,199397.0,202714.0,203620.0,207935.0,209200.0,210524.0,212904.0,218400.0,221347.0,226130.0,231553.0,249118,253896,257498,261166,81567.0
기흥구,,,,,282461.0,301630.0,340133.0,357935.0,368722.0,375875.0,393172.0,402206.0,409162.0,417163.0,419429.0,427719,436679,440835,442335,123607.0
수지구,,,,,284711.0,295950.0,295451.0,310680.0,318122.0,329560.0,335401.0,340420.0,345237.0,347833.0,353099.0,358289,369034,375843,376108,117858.0
파주시,224658.0,235147.0,237658.0,246323.0,292752.0,303831.0,323011.0,355632.0,378790.0,394201.0,401718.0,411348.0,423321.0,430781.0,437848.0,451848,454040,465617,479183,266396.0
이천시,187274.0,189526.0,190753.0,190808.0,194369.0,195691.0,197496.0,202595.0,204566.0,204917.0,205479.0,205014.0,204935.0,210359.0,213142.0,214206,215834,218388,224066,192541.0
안성시,141605.0,147898.0,151522.0,154110.0,159655.0,163733.0,170919.0,177937.0,180743.0,181608.0,182173.0,181896.0,180199.0,182896.0,182786.0,183579,183405,187012,189732,156481.0
김포시,180404.0,193438.0,203391.0,208192.0,207824.0,205997.0,225805.0,238339.0,256994.0,287432.0,312305.0,340310.0,349990.0,363443.0,392092.0,423170,437221,473970,485859,205588.0
화성시,210524.0,226930.0,236226.0,271563.0,310171.0,371972.0,491528.0,505838.0,516765.0,525490.0,530251.0,540862.0,596525.0,640890.0,691086.0,758722,815396,855248,881154,300605.0
광주시,152878.0,175614.0,191466.0,205641.0,222048.0,229319.0,238583.0,249789.0,265222.0,275656.0,286699.0,298858.0,312579.0,327723.0,345947.0,363782,372654,382054,386496,206228.0
양주시,,,148062.0,152596.0,169806.0,179914.0,182106.0,196706.0,200360.0,200310.0,199143.0,202072.0,205184.0,205513.0,212146.0,216951,222314,230359,236205,126553.0
포천시,,,150240.0,150364.0,157269.0,158156.0,158931.0,158658.0,157967.0,157559.0,156603.0,155798.0,155192.0,154763.0,152925.0,150676,148379,147274,148618,118115.0
여주시,,,,,,,,,,,109343.0,110386.0,111033.0,111563.0,111984.0,111525,111083,111897,112260,0.0
연천군,51655.0,50372.0,49508.0,48687.0,46075.0,45603.0,45241.0,45177.0,44900.0,45599.0,45610.0,45363.0,45725.0,45907.0,45431.0,44633,43824,43516,42797,47193.0
가평군,56045.0,55506.0,55060.0,54845.0,54855.0,55698.0,57564.0,58890.0,59358.0,60794.0,61017.0,61213.0,62008.0,62448.0,62973.0,62918,62415,62377,62241,55408.0
양평군,82704.0,82992.0,83730.0,84673.0,86298.0,87874.0,91450.0,95833.0,99430.0,102193.0,103620.0,105379.0,108316.0,111367.0,115105.0,116095,116874,118810,121188,85624.0
춘천시,251142.0,252624.0,253363.0,254323.0,256239.0,258141.0,264849.0,269950.0,272805.0,273364.0,274455.0,275791.0,277997.0,280707.0,280514.0,280640,281291,282765,283803,255803.0
원주시,274266.0,276889.0,280738.0,284628.0,294155.0,298762.0,307882.0,314678.0,320536.0,323885.0,324837.0,327292.0,332995.0,337979.0,341337.0,344070,349215,354376,356625,288434.0
강릉시,231943.0,229869.0,229073.0,227259.0,222016.0,220484.0,217464.0,218503.0,217571.0,217741.0,216806.0,215807.0,214560.0,213846.0,213952.0,212957,213442,213321,213155,223462.0
동해시,103570.0,102857.0,101764.0,100727.0,97497.0,96652.0,95271.0,95236.0,95804.0,93897.0,95143.0,94562.0,93895.0,93297.0,92851.0,91272,90522,90593,90115,98593.0
태백시,56193.0,55154.0,53948.0,53264.0,51593.0,51490.0,50424.0,50864.0,50176.0,49493.0,48794.0,48258.0,47501.0,47070.0,45888.0,44858,43866,42719,41055,52336.0
속초시,90231.0,90029.0,89047.0,87933.0,86073.0,85370.0,83822.0,84302.0,83745.0,83579.0,83109.0,82432.0,81992.0,81793.0,82273.0,81682,81786,82665,82579,86631.0
삼척시,79770.0,77434.0,75759.0,74301.0,71750.0,70791.0,71935.0,72046.0,72312.0,72463.0,73023.0,72314.0,70839.0,69599.0,68514.0,68326,67228,65243,63833,73203.0
홍천군,74019.0,72514.0,71351.0,71907.0,70037.0,70142.0,69606.0,69893.0,69899.0,69727.0,70638.0,70451.0,70336.0,70076.0,70340.0,69949,69150,69242,68499,70721.0
횡성군,45496.0,45198.0,44306.0,44297.0,42982.0,43176.0,44121.0,44254.0,44360.0,44615.0,44937.0,45373.0,45777.0,45991.0,46281.0,46726,46575,46472,46586,43870.0
영월군,52101.0,45273.0,44027.0,42406.0,40511.0,40290.0,40265.0,40407.0,40199.0,40155.0,40150.0,40191.0,40216.0,40073.0,40067.0,39730,39127,38662,38011,41755.0
평창군,46478.0,46262.0,46375.0,45311.0,44332.0,44003.0,43634.0,43622.0,43577.0,43627.0,43666.0,43660.0,43500.0,43318.0,43092.0,42610,42106,41681,41006,44780.0
정선군,49048.0,51226.0,46225.0,45419.0,43186.0,41806.0,40708.0,41045.0,40181.0,39915.0,39985.0,39425.0,39197.0,38718.0,38173.0,37700,37271,36870,35659,44096.0
